,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
1691,snav******,닷모드 투엑스: 로얄 블루,20241102,5,,너무 이뻐요 ~~굳굳굳,0
1692,m2****,닷모드 투엑스 (사은품증정): 블랙,20241029,5,,배송 빠르고 좋아요,0
1693,chan******,DOT TWO X_X: 건메탈,20240910,4,,한달넘게 잘 사용중입니다. 맛표현은 닷모드 기기치고 뛰어나며 단맛부스팅되는 기기들에 비하면 조금 약하긴 합니다. 사용하다보면 슬러지껴서 안빨리는 느낌이나 향 뭉개지는 정도는 여타 기기들이랑 비슷한 정도이며 기기와 팟이 비싸긴하지만 그만큼 디자인과 대용량 베터리등 만족도도 꽤 높은 제품입니다. 투명케이스 끼워서 사용하는데 디자인이 가려서 아쉽지만 기스 왕창생길거 감안하면 케이스 사용추천합니다.,0
1694,high********,DOT TWO X_X: 티파니 블루,20240619,5,,"단맛을 그다지 좋아하지 않아서 구매한 제품입니다. 하지만 단맛을 올리지 않는다고 해도 유X 발라X안 만큼 올리지 않는다는 것이지, 요즘 제품답게 어느정도는 단맛을 올립니다. 그닥 심하게 올리지는 않아서 마음에 듭니다. 액상 용량은 5ml로 훌륭합니다만, 많은 연무량과 진한 향을 올리는 기기라 소모량도 많습니다. 액상 소모량이 적은 기기를 원하신다면 드라이한 맛을 뽑아주는 기기를 찾으셔야 하는데 요즘은 그런 제품이 거의 없죠. 저스X포그의 구형 카토들이 아마 그런 제품에 해당할 거라고 생각합니다. 사실 이 제품을 구매한 가장 큰 이유는 누수때문입니다. 유X 발라X안이나 하X 같은 기기를 쓰면서 치가 떨릴만큼의 누수를 경험했거든요. 줄줄 새서 액상의 3분의 1을 날리는 건 기본이고 하X같은 기기는 과장 한스푼 더해서 절반은 날린것 같습니다. 그래서 전부 버렸습니다. 사실 닷모드 투엑스의 경우 저도 팟을 보며 생각하는 부분인데 구조적으로 누수가 없을만 합니다. 실제로 오늘 사용 2일차인데 누수는 제로입니다. 팟를 교체하는 방식이라 앞으로도 불량 팟이 걸리지만 않는다면 당연히 누수는 없겠죠. 팟 가격이 5천500원으로 비싼게 흠인데 줄줄 새서 날아가는 액상 가격 생각하면 비싸다고는 말하지 못할듯 합니다. 진짜 유X 제품 쓰면서 누수로 날린 액상 생각하면 팟 가격보다 훨씬 더 나왔을것 같습니다. 디자인이야 워낙 유명하니 넘어가고 제가 손이 커서인지 기기가 생각보다 작게 느껴집니다. 그래도 손에 잘 감기고 부담스럽지 않은 크기가 마음에 듭니다. 맛 표현은 꽤 괜찮습니다. 단맛 적당, 향은 강하게 표현. 타격감은 전압을 낮춘 상태에서도 꽤 묵직. 무화량 상당하고 배터리 오래갑니다. 탄맛은 올라오지 않네요. 이제 이틀차에 왜 탄맛이 올라오냐고 하시겠지만, 전 연타도 막 때리고 흡입할때 상당히 길게 하는 편입니다. 성능이 못따라오는 코일은 당연히 하루 이틀만에 탄맛이 올라옵니다. 그런 제품도 꽤 경험했고요. 닷모드 투엑스는 연타, 긴 흡입, 쉬지않고 계속 피우는 가혹한 흡연에도 탄맛이 올라오지 않습니다. 코일 성능이 기본기가 확실하다는 말이고 높은 전압에도 잘 견디게 설계되었다는 말이겠죠. 사실 저는 맛표현에서 가장 중요한 건 향표현이라고 생각합니다. 전담을 오래 피우신 분들은 아실겁니다. 아무리 좋은 향의 액상을 피워도 반쯤 사용하면 가습기현상때문에 처음만큼 향이 느껴지지 않습니다. 단맛만 잘 올려주는 기기들은 나중엔 단맛만 느껴지죠. 그래서 향 표현이 좋은 기기들이 비교적 그 향을 오래 느끼게 해줍니다. 단맛도 너무 진하기만 하면 나중에는 그맛이 향을 지우게 합니다. 그런 부분에서 투엑스는 상당히 좋은 기기입니다. 유X 발X리안보다 선명한 향 표현은 그 무엇보다 칭찬받을만합니다. 사실 저는 X웰 발라리X 이나 X복 같은 기기에 원한이 많은 사람입니다. 그 고질적인 누수에 기기를 버리고 나니 기분이 좋아졌을 정도입니다. 그냥 새는게 아니라 줄줄 흐르는 그 액상은 팟을 갈고 별짓을 다해도 그대로였습니다. 더욱이 주구장창 단맛만 올리고 향은 그냥저냥인 수준의 기기라 지금도 제 원한은 실시간으로 깊어지는 중입니다. 해서 닷모드 투엑스를 구입한 지금은 상당히 좋은 기기를 샀다는 생각이 드네요. 드라이한 맛표현의 스모크 RPM 25W와 평타 이상의 맛표현을 내주는 부푸 브이메이트 E 와 함께 주력이 될듯합니다. 그럼 이제 잘 가렴. 유X. 다시는 너희 제품을 사지 않을거란다. 나는 투엑스를 사고 난 후 누수로부터 자유를 얻었으니까.",3
1695,xntl*******,닷모드 투엑스: 건메탈,20241010,2,,배송은 정말 빠른데 사은품이라고 적어 주신 보호 필름이 안 와서...... 재고가 없다면 따로 주문했을 거라 미리 공지해 주셨으면 좋았을 것 같아요,0
1696,eoej****,닷모드 투엑스 (사은품증정): 블랙,20241010,5,,너무단액상아니면 코일더오래가고 젤맘에드는건 액상용령이랑 배터리용량이네요 여태많은전담기기써봤는데 진짜오래가서좋아오,0
1697,bbo5***,닷모드 투엑스: 블랙,20241005,5,,좋아요 디자인도 성능도 만족,0
1698,elqk***,닷모드 투엑스 (사은품증정): 블랙,20241030,5,,단맛 부스팅 최고네요,0
1699,kdw7***,DOT TWO X_X: 건메탈,20240902,5,,내 최애 전담입니다 전에는 한발짜리 좋은거 쓰다가 망가져서 이걸로 왔는데 전 기기에 비하면 너무 가볍고 휴대성 좋고 디자인도 좋고 배터리도 팟기기인데도 짱짱합니다 누수도 없고요 필터도 오래 가네요 앞으로 잘 쓰겠습니다,0
1700,234b***,닷모드 투엑스: 로얄 블루,20240912,5,,"닷모드 투엑스 전자담배는 역시 최고입니다! 이전에 사용하던 기기를 분실해서 다시 구매하게 되었는데, 다른 기기들은 눈에 들어오지 않더군요. 빠른 배송 덕분에 기다리지 않고 사용할 수 있어서 매우 감사했습니다. 이 기기의 가장 큰 장점은 뛰어난 연무량과 정확한 맛 표현이에요. 액상 누수도 거의 없어서 사용하면서 불편함이 전혀 없습니다. 이전에도 만족했지만, 이번에도 역시 기대를 저버리지 않았습니다. 앞으로도 이 기기만 사용할 것 같네요!",0
1701,11dm***,닷모드 투엑스 (사은품증정): 건메탈,20240910,5,,맘에 들어요 색도 고민하다가 구매했는데 너무 고긎스럽네요 근데 보호스티커? 그런거 준다는데 원래 없는건가요 쨋든 너무 만족스러워요 아직까지 누수없는데 평생 누수없었으면하네요,0
1702,kkd0***,닷모드 투엑스: 블랙,20240930,5,,배송빠르고 포장도 잘해주셔서 감사합니다 !,0
1703,ad****,DOT TWO X_X: 블랙,20241027,5,,완전 깔끔하고 좋아요 좋습니다,0
1704,nsg3***,닷모드 투엑스: 레드,20241001,5,,폐호흡기기만 쓰다가 입호흡으로 넘어갈려고 샀는데 너무 이쁘고 좋습니다,0
1705,rj****,닷모드 투엑스 (사은품증정): 블랙,20241003,5,,감사합니다 사장님 사업 번창하세요,0
1706,chlw********,닷모드 투엑스: 블랙,20240920,5,,배송 엄청 빠르고 포장더 깔끔하게 왔어요 전자담배잃어벌서 곤욕이였는데 감사합니다,0
1707,kimh*******,닷모드 투엑스: 블랙,20240921,5,,보호필름이 누락되어 연락드렸는데 추석연휴 끝나자마자 바로 발송해주시고 감사합니다,0
1708,dkdr********,닷모드 투엑스: 로얄 블루,20241005,5,,배송 빠르고 디자인 영~롱 하니 흡족합니다.,0
1709,ls****,닷모드 투엑스 (사은품증정): 레드,20240904,5,,음.. 맥스쓰다가 넘어왔는데 맛표현은 확실히 차이가 있네요 맥스는 좀 과한 느낌이라면 투엑스는 좀 절제된 느낌이에요 액튐도 없고 누수도 없고 좋네요 무엇보다 색감이 너무 이쁩니다 코일 수명이 길다고 하니 베이핑 해봐야 알겠지만 팟 일체형이라 가격이 부담되는게 사실이긴 합니다 그거 빼면 가격값은 하는거 같아요,0
1710,sang******,닷모드 투엑스 (사은품증정): 건메탈,20241006,5,,아주 튼튼합니다 만족스러워요,0
1711,socl********,닷모드 투엑스: 실버,20241021,5,,다른 제품쓰다 버리고 다시 사봤는데 아직까지는 좋은거 같아요,0
1712,sang******,닷모드 투엑스: 퍼플,20241031,5,,펴본것중에 제일 좋음,0
1713,pyyq******,닷모드 투엑스: 실버,20241004,5,,배송빠르고 썹스도챙겨주시구. 굿굿 잘쓰겟습니다,0
1714,jhpk***,닷모드 투엑스: 블랙,20241101,5,,누수도없고 좋네요~,0
1715,intr***,닷모드 투엑스 (사은품증정): 로얄 블루,20241001,5,,좋아요~~향도좋고 작아서 휴대도 좋아요,0
1716,hu****,닷모드 투엑스 (사은품증정): 블랙,20241004,5,,누수가 하나도 없고 베터리도 오래가고 좋아요,0
1717,kej2******,닷모드 닷 투엑스: 블랙,20241128,5,,......................,0
1718,a8****,닷모드 투엑스: 블랙,20241006,5,,예뻐서 사용하기 좋아요,0
1719,yoyo*******,닷모드 투엑스 (사은품증정): 블랙,20241115,5,,만족합니다 감사합니다,0
1720,pak1*****,닷모드 투엑스: 실버,20241025,5,,아주 편하고 분리되는것도 최고,0
1721,ji****,닷모드 투엑스: 레드,20240915,5,,최고다 닷투엑스 폐호흡하다 입호흡 버튼도 안누르고 하니 베뤼굿드,0
1722,hukl****,닷모드 투엑스: 블랙,20241002,5,,"좋은 기기, 서비스, 빠른 배송 좋아요",0
1723,ktj8***,닷모드 투엑스: 레드,20241004,5,,좋아요. 잘 쓸게요 ^^,0
1724,tlwn****,닷모드 투엑스 (사은품증정): 블랙,20241002,5,,모든 기기중 최고입니다. 현존 입홉기중 최고,0
1725,king*****,닷모드 투엑스 (사은품증정): 블랙,20240802,5,,"수많은 전담기기를 거친지 어언 11년.. 완성도와 편의성과 맛표현까지 이 모든걸 만족시켜주는 기기는 몇 없었습니다 입호흡, 폐호흡, cvs, aio 등 장르도 여러번 바꾸고 여러시도들을 해봤지만 결국 편하고 누수없는게 짱이더라구요 여태 가장 만족했던 입호흡 기기는 페보였지만, 또 전담병에 걸려 새로운 기기를 찾아헤메다 드디어 거의 모든 조건을 만족시켜주는 기기를 동네 전담샵 사장님의 강추에 홀린듯 빨간색으로 질러버렸어요 맘에드는 기기는 세개쯤 사는편이라 이번에 두번째로 맞이한 깜장이까진 바로 뜯어서 사용했고 다음은 어떤 색깔로할지 아직 고민중이네요 ㅎㅎ 맛표현 : 4.2 향표현 : 4.8 팟교체방식 : 5.0 만듬새 : 4.9 코일 수명 : 4.7 디자인 : 4.9 누수 : 4.9 (없어요 걍) 배터리 수명 : 4.8 (이틀정도) 이렇게 결론을 내고.. 사은품으로 필름과 저전압 보조배터리까지?! 감사하다",0
1726,jji1***,닷모드 투엑스: 레드,20241007,5,,깔끔하고 이쁘게 잘사용중입니다!!,0
1727,wwon*****,닷모드 투엑스: 건메탈,20240922,5,,빠른 배송 감사합니다! 잘 쓰겠습니다. 감사합니다!,0
1728,rmaw*******,닷모드 투엑스: 로얄 블루,20241019,5,,만듬새도 마음에 들고 맛표현도 좋습니다,0
1729,93ja****,닷모드 투엑스 (사은품증정): 티파니 블루,20241023,5,,배송이 빠르고 좋았어요,0
1730,yhc0***,닷모드 투엑스: 블랙,20241004,5,,발라리안 맥스 쓰다 닷모드로 넘어 왔습니다,0
1731,ahsh***,닷모드 투엑스 (사은품증정): 블랙,20241007,5,,역시 투엑스 작고 아쁩니다,0
1732,jsy3****,닷모드 투엑스: 블랙,20241010,5,,너무좋은데요!!!!,0
1733,skwj*******,DOT TWO X_X: 블랙,20241007,5,,편하고 배터리도 오래가네오,0
1734,j_****,닷모드 투엑스: 블랙,20241008,5,,선물해줬는뎅 좋다고 하네용 ㅎㅡㅎ 감사합니당 〰️〰️!,0
1735,tank******,닷모드 투엑스 (사은품증정): 실버,20241006,5,,편의정이나 맛표현등 장점이 많습니다~ 다만...팟이 다른기기에 비해서 조금 비싼편인데 그래도 연초에 비하면 매우 저렴한 편이니 문제되진 않네요ㅎㅎ,0
1736,minj****,닷모드 투엑스: 퍼플,20240927,5,,역시 이름값하는 명품이네요~,0
1737,gimp*******,닷모드 투엑스 (사은품증정): 블랙,20241028,5,,좋네요 번창하세요~^^,0
1738,jemi*****,닷모드 투엑스: 블랙,20241028,5,,깔끔하고 너무 예뻐요,0
1739,mlnj***,닷모드 투엑스: 블랙,20241001,5,,사은품도 주시고 저 하트 너무 귀여워요,0
1740,sara*****,닷모드 투엑스: 블랙,20241025,5,,배송도 빠르고 제품도 좋네요,0
1741,fnsl***,닷모드 투엑스 (사은품증정): 블랙,20240921,5,,지인이 닷모드가 좋타고해서 구매후 한달정도 사용중인데 너무만족스럽습니다 고장도안나고 괜히 전담 1위가아니에요!,0
1742,ruda*******,닷모드 투엑스: 실버,20241002,5,,좋아요 좋아오 좋네요,0
1743,neve****,닷모드 투엑스 (사은품증정): 로얄 블루,20240914,5,,크...진짜 혁신 그 자체 기계탓 할것없이 액상을 정상적인걸 쓰세요 누르는 버튼이 더 튀어 나왔으면 하는 살짝한 바램이 더 들어가든지 아무튼 요즘 젤로멕스 무식 한것보다 나아요~,0
1744,k2di***,닷모드 투엑스 (사은품증정): 블랙,20240925,5,,디자인 이뿌고 흡입시 맛도 더 좋아진거 같아요 0.6옴 팟 사용시 확실히 액상은 많이 들어가네요,0
1745,uy****,닷모드 투엑스 (사은품증정): 블랙,20241011,5,,맛이 맛깔나요!!!,0
1746,into****,닷모드 투엑스: 블랙,20241024,5,,배송도 빠르고 상품도 좋네요,0
1747,haes*****,닷모드 투엑스: 건메탈,20241027,5,,잘사용하고 있습니다,0
1748,jj97****,닷모드 투엑스 (사은품증정): 블랙,20241002,5,,거의 두달째 쓰고 있지만 누수가 아예 없네요.. 신기하네요 저가부터 고가 여러 기기를 사용했지만 이건 돈이 아깝지 않은 선택이었습니다 많이 파세요,0
1749,98ay****,닷모드 투엑스 (사은품증정): 실버,20241009,5,,너무편하고 누수도 없고 배터리용량이커서 충전자주안해줘도 되서 너무편해요 저같은 귀찮러한테 딱입니다!,0
1750,ki****,닷모드 투엑스: 실버,20241021,5,,기기너무 만족하며 사용하고있습니다ㅎㅎ,0
1751,ki****,닷모드 투엑스: 건메탈,20241021,5,,기기너무 만족하며 사용하고있습니다ㅎㅎ,0
1752,zkch*******,닷모드 투엑스: 퍼플,20241026,5,,사용하니 좋고 이쁩니다,0
1753,musi*****,DOT TWO X_X: 퍼플,20240920,3,,기계탓인지는 몰라도 누수 및 맛 변화가 너무 빨라요 개선좀 부탁드려요,0
1754,elke****,닷모드 투엑스 (사은품증정): 실버,20240808,4,,후기가 좋아서 따라 샀다. 기기를 이틀 사용해보고 경험이 미천한자들의 후기였구나 하는 생각이 들었다. 초기 액상형전자담배터 권련형전자담배 다시 개선된 액상전자담배까지 수십가지 전자담배를 사용해왔다. 각설하고 주로 배터리용량 팟의용량 비누수 등을 추천 이유로 예를 드는 유저가 많은데 비슷한 종류의 전자담배는 셀수없이 종류가 많다. 내가 생각하는 좋은 전자담배는 앞선 예는 기본이고 액상이 가진 고유의 맛을 잘 살리고 적당한 타격감을 유지하는 것이다. 닷모드 투액스를 이틀 사용해본 느낌은 맛표현력이 떨어진다. 마치 타격감에 촛점이 맞춰진게 아닌가 싶다. 와트수가 높아지면 액상이 가진 고유의 맛과 단맛 표현력이 확 떨어진다. 낮은 와트수에도 액상의 고유의 맛을 거의 느낄수 없을 정도다. 기기의 만듬새로만 따지자면 뭐 몇 손가락 정도의 순위에 들수 있을지도 모르나 줄서서 살만한 기기는 아니라는게 내 생각이다. 거기다 가격도 부정적 요인의 하나다. 아무튼 나는 추천하지 않을 예정이다.,0
1755,leec****,닷모드 투엑스: 블랙,20240923,5,,기기 만족합니다 약간의 이슈가 있었으나 판매자분이 신속히 해결해주셨습니다 추천합니다,0
1756,yooo***,닷모드 투엑스 (사은품증정): 티파니 블루,20240923,5,,좋아요~ 베터리도 오래가고 액상도 자주 안넣어 줘도 대요~,0
1757,nirv*******,닷모드 투엑스 (사은품증정): 블랙,20241010,1,,👎👎👎👎👎 사용안합니다,0
1758,gudt*****,닷모드 투엑스: 블랙,20241023,5,,너무 마음에 듭니다,0
1759,hk****,닷모드 투엑스 (사은품증정): 티파니 블루,20241021,5,,너무 만족하면서 잘쓰고있습니다~!,0
1760,rhdn******,닷모드 투엑스: 블랙,20241017,5,,배송도 빠르고 깨끗하게 잘 왔습니다.,0
1761,chan******,DOT TWO X_X: 건메탈,20240724,5,,"원래 옛날에 닷모드 모드기 사용했었는데 팟디바이스로 넘어온후로는 잊고살다가 이 제품보고 완전반해서 고민하다가 구매했습니다. 예전같으면 무조건 티파니블루나 쨍한컬러로 했을건데 건메탈컬러가 너무 이뻐보여서 어떻게보면 닷모드스럽지않은? 무난한 컬러로 구매하였습니다. 궁금한게 있어서 문의드렸을때도 친절히 응대해주셨고 제품은 우체국택배로 빠르게 주문후 바로다음날 도착하였습니다. 여러 모드기부터 팟디바이스도 부푸,발라리안시리즈들,젤로,아스몬,크로스시리즈,최근에 저스트포그 글렌트까지 수십개기기 사용해왔는데 이번 닷모드 투엑스는 확실히 그중에서도 1티어급 이상으로 느껴집니다. 디자인은 닷모드니까 당연한 부분이고, 본체 완성 마감도나 팟 조차 고급스럽네요. 흡압조절 출력조절 파이어/오토 두가지모두 가능하며 대용량 베터리에 대용량팟사이즈에 디스플레이에 맛표현까지도 닷모드의 예전악평을 무시할정도로 좋아서 솔직히 깔게없는 기기라는 느낌입니다. 누수부분은 사용하면서 지켜봐야겠지만 제발 누수만 없으면 앞으로 다른기기로 교체필요성을 못느낄것같네요. 크기도 베터리및 팟용량대비 그렇게크지않고 무게는 가볍진않지만 딱 적당한 느낌입니다. 여러모로 굉장히 마음에드는 기기를 만나서 기쁘네요~!",0
1762,qufs******,닷모드 투엑스 (사은품증정): 퍼플,20240822,5,,닷 투엑스 진짜 기다렸는데 기다린 보람이 있습니다...! 실물 너무 이뻐요.. 한손에 탁 들어오고.. 그리고 투명 젤리 케이스랑 너무 잘어울려요 ! 진짜 아이폰 언박싱 하는 기분이였습니다 . 역시 고급진 닷모드!!!,0
1763,ghdw********,DOT TWO X_X: 블랙,20240723,3,,"일단 전 닷 기준 닷75, 닷 스퀑크, 닷220, 닷aio를 써 왔고, 닷이 기기는 참 잘 만들고 마감이나 디자인도 너무 좋지만 코일 성능이 하도 구린 걸 알기에 도박 해 보자 느낌으로 구매를 했습니다. 근데 제 예상을 깨고 코일의 완성도는 꽤나 만족스러웠고, 아스파이어 AVP와 플라스크 사이의 단맛 부스팅, aio 코일의 멘솔 부스팅 정도 였습니다. 맛표현은 과연 닷이 만든 게 맞나 싶을 정도로 꽤나 좋습니다. (과멘 기준) 또한 오토파이어 지원도 큰 메리트이며, 출력도 균일하게 밀어주고 파이어도 매우 빨라 좋습니다. 성능은 딱 닷의 그 성능 생각하시면 좋을 것 같고, 마감도 마찬가지로 역시 닷의 그 마감, 그 색감 생각하시면 됩니다. 배터리도 매우 괴물같으며, 3~4일정도 무충전으로 사용 가능합니다. (하루 150회 정도 베이핑) 단점은 한가지 입니다. 리뷰를 보면서 몇몇 분들은 누수팟 당첨되신 것 같아 조마조마했는데 저 역시 동봉된 1.0옴 팟에서 누수가 생겼습니다. 다중 실링으로 누수 차단을 강조 했는데, 그 실링을 뚫고 팟 베이스와 경통 채결부에서 누수가 발생하더군요. 혹시 결로나 액상 주입하다 샌건가 싶어서 그 부분을 빨아보니 빨려지길래 아 나도 당첨됐구나를 느꼈습니다. 팟은 확실히 개선이 필요할 듯 싶습니다.",3
1764,sl13***,닷모드 투엑스: 그린,20241001,5,,누수가없어요. 최고^^,0
1765,ke****,닷모드 투엑스: 티파니 블루,20241004,5,,맛표현 굿 디자인 굿,0
1766,lee6******,닷모드 투엑스: 실버,20241016,5,,빠른배송감사합니다 수고하세요,0
1767,scv0***,닷모드 투엑스: 건메탈,20241006,5,,잘 사용하겠습니다~~,0
1768,skyl*******,닷모드 투엑스: 그린,20241023,5,,색상 맛표현 둘다 죽여줍니다 👍,0
1769,sjsm*****,DOT TWO X_X: 퍼플,20240729,5,,"여러 닷모드를 사용하며 수집하는 1세대 전자담배 유저 입니다. 이번 닷 파티는 제가 사용해본 입호흡 닷 기기중 최고라고 말할 수 있겠네요. 여러 닷 모드를 쓰며 전투용으로 브이쓰루를 거의 3년동안 전투용으로 사용하다 이번에 배터리가 죽어서 무슨 기기를 구매할까 찾아보다 닷에서 신제품을 출시 했다는 소식을 듣고 기대를 하여 구매했는데 맛표현이 제가 아는 닷이 아니더군요 1.0옴으로 고농도 액상(니x틴15~30mg 사이 액상), 연디류를 펴 보고 0.6옴으로 저농도(1mg미만의 액상들) 과멘류를 사용해봤습니다. 제 개인적인 취향으로는 0.6옴은 너무 과하다는 느낌이 들더라구요 1.0옴으로도 충분히 맛있게 베이핑이 가능합니다. (제 기준은 1.0옴도 발라리안 느낌으로 달달했습니다. 액상마다 차이가 있음) 누수는 구매후 리뷰를 보면서 걱정했으나 1.0옴 기준 여름에 차(실외주차)에 보관하여도 저는 아직까지는 없었습니다. 팟의 뽑기운 같으며, 0.6옴의 경우 팟 체결부쪽에 조금씩 뭍어 나오는 액상이 있네요.. 뭐 이런 누수는 다른 기기처럼 v2팟이 나와 개선될 거라 믿습니다. 전투용으로 사용하여 술마실때 또는 놀러다닐때 사용하여 며칠 안썼지만 기스가 좀 났군요.. 이쁘게 사진 찍어둘걸.. ㅠㅠ 아쉽게도 다른 닷 모드 사진으로올립니다! 닷모드 특유의 감성,색감을 다 잡고 맛표현까지 너무나 완벽합니다.",3
1770,nms0***,닷모드 투엑스: 블랙,20240927,5,,배송 너무 빠르고 좋아요,0
1771,jo****,닷모드 투엑스: 블랙,20241016,5,,빠른배송 굿입니다. 잘쓰겠습니다,0
1772,wns1****,닷모드 투엑스 (사은품증정): 티파니 블루,20240927,5,,빠른배송 감사드립니다,0
1773,ki****,닷모드 투엑스: 블랙,20241023,5,,이쁘고 서비스도 주시고,0
1774,leey********,닷모드 투엑스 (사은품증정): 블랙,20240927,5,,디자인도 깔끔하고 맛도 좋습니다,0
1775,leed****,닷모드 투엑스 (사은품증정): 블랙,20240904,5,,"좋네요, 배송도 빠르고 재질이며 퀄리티가 확실히 다르네요.",0
1776,drsr***,닷모드 투엑스 (사은품증정): 실버,20241013,5,,역시 닷모드네요 누수 거의 없고 기계 오래쓸듯요,0
1777,kjw1***,닷모드 투엑스 (사은품증정): 티파니 블루,20241011,5,,잘 받아서 지금 잘 사용중입니다. 궁금한거 상담하면 답변도 빠르고,0
1778,ss07****,닷모드 투엑스 (사은품증정): 레드,20240928,5,,디자인 질리지 않고 좋아요,0
1779,ky****,닷모드 투엑스: 블랙,20241019,5,,이거 진짜 최고인것같음,0
1780,wi****,닷모드 투엑스 (사은품증정): 티파니 블루,20240903,5,,디자인은 말모말모 맛표현도 좋네요 ㅎㅎ 베이핑 할때 딸깍 소리도 기분 좋아여 배송도 빠르고 깔끔하게 보내주셔서 감사합니다 :),0
1781,hsy6***,닷모드 투엑스: 실버,20240925,5,,누락된 상품 빠른처리 해주시고 상품 잘 받았습니다,0
1782,ehrb******,닷모드 투엑스: 그린,20241019,5,,넘기대되고 잘사용해보겠습니다,0
1783,rlfw***,닷모드 투엑스: 레드,20241023,5,,일단만족합니다!!!!,0
1784,kw60***,닷모드 투엑스: 블랙,20241015,5,,csv 5년차입니다. 역대급 제품입니다.. 타색상으로 미리 추가 구매하겠습니다.,0
1785,wood*******,닷모드 투엑스 (사은품증정): 블랙,20240921,5,,비싼 값 하네요 배터리도 오래가구,0
1786,pvs6***,닷모드 투엑스: 블랙,20241009,5,,역시나 이뻐요!! 근데 팟이 생각보다 수명이 짧네요..,0
1787,kukd***,닷모드 투엑스 (사은품증정): 건메탈,20240927,5,,최대 장점은 파이어 버튼없이 쓸수 있습니다,0
1788,flej******,닷모드 투엑스: 블랙,20240916,5,,잘받았습니다 좋네요 누수도 없다고하니 잘 쓰겠습니다,0
1789,k2di***,닷모드 투엑스 (사은품증정): 블랙,20240817,5,,일반 전담 사용하다 교체시기가 와서 닷모드 기기 처음 사용해보는데 너무 좋네요 자동흡입도 신기하고 맛이나 타격감도 신세계입니다 액상도 마니 들어가고 밧데리 용량도 장난 아니네요 닷모드로 정착해 보겠습니다 우체국이 휴가인가? 몇일 늦게 도착했습니다만 기기 만족합니다 사업 번창하세요,0
1790,cheo*******,닷모드 투엑스: 건메탈,20240927,5,,예쁘고 좋아요 잘쓸게요,0
1791,ravi****,닷모드 투엑스: 블랙,20241016,5,,기존에 사용한거보다 너무좋아요,0
1792,sem0***,닷모드 투엑스 (사은품증정): 퍼플,20240920,5,,좋아여 ㅋ 누수도없고 이쁘고 좋습니다,0
1793,il****,닷모드 투엑스 (사은품증정): 건메탈,20240924,5,,디자인도 이쁘고 잘사용하고 있습니다,0
1794,tlwn****,닷모드 투엑스 (사은품증정): 블랙,20240820,5,,뜯어보고 사은품 보고 놀랐네요 ㅋㅋ. 전담용 보조배터리에 외부 보호필름.. 그간 아스파이어 avp 부터 칼리번 시리즈 전부. 젤로. 페부 1발기기 등등 남들이 좋다는건 다써보고.. 셀수도없이 많은 기기를 사용해봤는데.. 긴 말이 필요없네요. 기기 퀄이 이렇게 좋아졌나 싶을만큼 너무 이쁘고 갬성 넘치네요 이제 막 수령해서 사용해봐야 알겠지만 수 많은 후기가.. 사용 안해봐도 별점 5개 남기기에 충분할거라 사료됩니다.,0
1795,bkch****,닷모드 투엑스 (사은품증정): 건메탈,20240927,5,,배터리 만족. 누수도 아직까지는 한번도 없음. 아쉬운점은 들고다니다 보면 액상을 넣는 구멍과 뚜껑사이에 액상이 새어 액상 범벅이 되는 경우가 종종 있음,0
1796,at****,닷모드 투엑스: 티파니 블루,20241002,5,,예쁘고 누수도 전혀 없어서 좋아요 다만 버튼이 금속 재질인데 땀이 묻으면 약간의 쇠냄새?가 손에 남는 것이 아쉽네용,0
1797,sos9****,DOT TWO X_X: 블랙,20240926,5,,만족하면서 사용하고있습니다.,0
1798,romi*****,닷모드 투엑스: 그린,20240921,5,,색상도 이쁘고 최고입니다 배송까지 빠르니 퍼펙트합니다,0
1799,wooj****,닷모드 투엑스: 그린,20240930,5,,일단 기계가 이뻐서 좋네요..,0
1800,shin*******,닷모드 투엑스: 그린,20241014,5,,기계 색상이 쨍한게 너무 마음에 드네요,0
1801,gksw*****,닷모드 투엑스: 퍼플,20240926,5,,넘이쁘네요 잘쓰겟습니다,0
1802,sf****,닷모드 투엑스: 블랙,20240904,5,,빠른배송감사합니다. 디자인이 너무이쁘네요.보조배터리도잘받았습니다. 잘사용할게여,0
1803,rx12****,닷모드 투엑스: 그린,20241014,5,,잘작동하며 기능이 매우편하고좋네요,0
1804,yh97****,닷모드 투엑스: 블랙,20241010,5,,귀엽고 좋네요 스티커 덕지덕지 붙여놧어요,0
1805,bjoo****,닷모드 투엑스 (사은품증정): 티파니 블루,20241010,5,,좋아요 다음에 또 구매할게요~,0
1806,youn*******,닷모드 투엑스 (사은품증정): 블랙,20240924,5,,액상도 안흐르고 매우 만족합니다,0
1807,8958****,닷모드 투엑스: 블랙,20240926,5,,배송도 빠르고 너무 이뻐요!,0
1808,hell*****,닷모드 투엑스: 티파니 블루,20241025,5,,잘 쓰고있어요sownwj,0
1809,soul******,닷모드 투엑스 (사은품증정): 티파니 블루,20240929,5,,이쁜게 다 하는데 말모,0
1810,love*******,닷모드 투엑스: 레드,20240914,3,,배송은 엄청 빨라요. 근데…흡입하면 가끔 액상이 입으로 들어오는데 이게 정상인가요?;;,0
1811,hana******,닷모드 투엑스: 블랙,20240923,5,,배송 받고 서용하고 있는데 누수가 없어서 진짜 최고인 거 같아요! 그리고 보조배터리도 주셔서 너무너무 잘 사용하고 있습니다!,0
