작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
manp****,네스티: 톡스바 25000 애플민트,20250304,5,,상담해주신분이 엄청 친절하셔서 좋았구요 제품도 괜찮고 가격도 합리적이에요 다음에도 같은 매장 이용할것 같네요 ㅎㅎ,0
jgbi*****,네스티: 톡스바 25000 포카리,20250322,5,,달달하고 맛있어요! 담에는 다른 맛 사러 올게요,0
3g05******,네스티: 톡스바 25000 청포도,20250310,5,,달콤하면서도 은은한 로젤 향에 토닉워터 특유의 산뜻함이 더해져 상쾌한 포인트가 느껴집니다. 이국적인 향과 깔끔한 마무리감이 인상적이네요~,0
0815***,네스티: 톡스바 25000 더블 알로에베라,20250322,5,,비용 대비 만족도가 높아 자주 이용하게 됩니다.,0
hly_**********,네스티: 톡스바 25000 더블 알로에베라,20250315,5,,로젤향이 영롱하니 상큼달달하고 은은한데 첫맛부터 깔끔하게 잘 이어져요 완전 괜찮음 ㅎㅎㅎ,0
clim******,네스티: 톡스바 25000 청포도,20250321,5,,새로운 맛과 편리함에 반해서 완전 추천하고 싶어요.,0
faul*****,네스티: 톡스바 25000 더블 알로에베라,20250306,5,,포카리스웨트랑 비슷한 맛이 나서 상큼하고 좋아용. 편의점에서 구매하기도 편하고 대용량이라 오래 사용할 수 있어서 좋네용. 다음에도 꼭 구매할 것 같아용.,0
jeon********,네스티: 톡스바 25000 청포도,20250324,5,,기대 이상의 만족감을 주는 제품이네요! ㅎㅎ,0
z2rb******,네스티: 톡스바 25000 애플민트,20250306,5,,상품 배송도 빠르고 연락도 친절하게 잘해주셨네요. 담배냄새도 없어서 깔끔한데 특유의 은은한 향도 은근히 맘에들어서 좋았습니다!,0
sinj****,네스티: 톡스바 25000 애플민트,20250325,5,,다른 맛으로 또 구매 하네요,0
zx****,네스티: 톡스바 25000 애플민트,20250318,5,,담백하이 맛있네요 배송도 빠르고이,0
bume****,네스티: 톡스바 25000 망고아이스,20250321,5,,좋네요~~담에또구매할게요,0
none********,네스티: 톡스바 25000 청포도,20250316,5,,생각보다 좋네요! 주변에도 추천하고 싶어요:),0
bdgn*****,네스티: 톡스바 25000 애플민트,20250314,5,,액상이 쫀득하니 맛있는 편이네요 배송도 깔끔히 온 상품입니다,0
zayd******,네스티: 톡스바 25000 애플민트,20250307,5,,편의점에서 구매한 이 제품은 대용량이라 오래 사용할 수 있어서 좋았어요. 사용해보니 정말 만족스럽네요.,0
iyub****,네스티: 톡스바 25000 레몬아이스,20250328,4,,레몬에 물 탄 맛같아요,0
0k17******,네스티: 톡스바 25000 청포도,20250315,5,,상쾌한 로젤 향이 좋습니다 시원하면서 은은한 달콤함이 있고 향이 오래갑니다 독특한 맛이 매력적이에요 ㅋㅋ,0
hdz4***,네스티: 톡스바 25000 파인애플 아이스,20250419,5,,이거 좋아 아주 좋아,0
nsii******,네스티: 톡스바 25000 애플민트,20250310,5,,가성비 측면에서 굉장히 만족스러운 제품이네요. 가격 대비 성능이 훌륭해서 추천드립니다.,0
junm*******,네스티: 톡스바 25000 더블 알로에베라,20250323,3,,생각보다 맛이 많이 떨어지네요,0
1951*******,네스티: 톡스바 25000 더블 알로에베라,20250309,5,,액상의 맛이 깔끔하면서도 향이 은은해서 굉장히 만족스럽더라구요 쿨한 맛이 심심할때 딱이네요 ~~,0
sk****,네스티: 톡스바 25000 파인애플 아이스,20250329,5,,아주 맘에듭니다!!!!!!!,0
sk****,네스티: 톡스바 25000 자몽 아이스,20250329,5,,아주 맘에듭니다!!!!!!!,0
sk****,네스티: 톡스바 25000 레몬아이스,20250329,5,,아주 맘에듭니다!!!!!!!,0
mini*****,네스티: 톡스바 25000 민트,20250326,2,,생각보다 별로였어요..,0
cour*****,네스티: 톡스바 25000 청포도,20250306,5,,향이 좋고 맛도 좋네요. 처음엔 염려됐지만 실제로 써보니 정말 만족스러워요.,0
xjap*****,네스티: 톡스바 25000 피치 아이스,20250327,5,,항상 만족 합니다~!,0
xjap*****,네스티: 톡스바 25000 애플민트,20250327,5,,항상 만족 합니다~!,0
junm*******,네스티: 톡스바 25000 청포도,20250323,3,,생각보다 맛이 별로입니다,0
uyxa******,네스티: 톡스바 25000 청포도,20250306,5,,깔끔하고 순한 느낌이에요 로젤로 구매했는데 적당한 향에 새로워서 마음에 들어요 포장도 꼼꼼하네요~,0
wond********,네스티: 톡스바 25000 더블 알로에베라,20250309,5,,구매한 제품의 무릅릭과 하프앤하프 향의 조화가 마음에 듭니다 음료 느낌이 적절하고 완성도 높은 맛이었습니다^^,0
msw2***,네스티: 톡스바 25000 더블 알로에베라,20250415,5,,아주아주 좋습니다~,0
29****,네스티: 톡스바 25000 더블 알로에베라,20250305,5,,맛이 상큼하고 디바이스 흡입감도 좋네요. 완성도 높은 제품이라 다행이고 부드러워서 불편하지 않게 잘 사용중이에요!,0
cm3k******,네스티: 톡스바 25000 청포도,20250311,5,,첫째날 펀치카 피우다가 스테이블로 갈아타고 로젤쪽 맛 샀는데 멘솔에 달콤한 과즙 합해져서 진짜 괜찮네요 ㅎㅎㅎ,0
chin*****,네스티: 톡스바 25000 청포도,20250307,5,,상쾌하고 깔끔한 레몬맛이 입안 가득 퍼지면서 깔끔하게 넘어가네요 기분전환하기 딱이에요 ㅋㅋㅋ,0
emil*****,네스티: 톡스바 25000 청포도,20250313,5,,편의점에서 구매한 이 제품은 성능이 뛰어나고 사용감이 좋아서 상당히 만족스럽습니다.,0
s0lo******,네스티: 톡스바 25000 애플민트,20250312,5,,찾던 물건 쇼핑하다 우연히 발견했어요. 평이 좋길래 구매해봤는데 괜찮네요.,0
shoc******,네스티: 톡스바 25000 청포도,20250305,5,,로젤향이 상큼달콤한 과일 느낌이 나서 향긋하고 맛있네요. 구매해서 취식해봤는데 비교적 만족스럽습니다 !,0
ceie*********,네스티: 톡스바 25000 청포도,20250309,5,,향이 아주 좋아서 만족스러웠어요. 예상보다 훨씬 좋은 제품이었습니다^^,0
f1ne****,네스티: 톡스바 25000 더블 알로에베라,20250305,5,,처음 사용해봤는데 로젤 향이 색다르고 깔끔하게 구현된 감성이네요 맛있어서 기분이 좋아진답니당,0
seas********,네스티: 톡스바 25000 청포도,20250311,5,,시원한 로젤맛이 한가득 나는게 청량감이 장난아니에요 친구들이랑 신나게 놀면서 스트레스 훨 풀린건 덤이네요 ㅋㅋㅋ,0
a04h*****,네스티: 톡스바 25000 애플민트,20250319,5,,주문 후 정말 순식간에 도착해서 깜짝 놀랐어요.,0
rpti********,네스티: 톡스바 25000 더블 알로에베라,20250318,5,,만족스러운 경험이라 다음에도 구매하고 싶습니다.,0
jung******,네스티: 톡스바 25000 애플민트,20250319,5,,배송이 빨라요 많이 파세요,0
tzel*******,네스티: 톡스바 25000 청포도,20250309,5,,예상보다 훨씬 만족스러운 제품이에요. 사용해보니 품질이 정말 뛰어나더라고요.,0
jede****,네스티: 톡스바 25000 피치 아이스,20250320,5,,맛이 좋고 심플해요,0
enem*****,네스티: 톡스바 25000 청포도,20250306,5,,맛과 수성이 알맞아서 기분 좋은 제품이네요. 오래오래 머무는 상큼한 과즙이 매력이에요^^~,0
temp***********,네스티: 톡스바 25000 청포도,20250310,5,,기대 이상으로 만족도 높은 제품이에요! 추천해요~,0
jls_*******,네스티: 톡스바 25000 더블 알로에베라,20250307,5,,상쾌한 더블 로젤향이 입맛에 딱 맞네요 쓴맛 없이 달달하고 깔끔한게 진짜 맛있슴니다 ㅎㅎㅎ,0
unte******,네스티: 톡스바 25000 애플민트,20250319,5,,구매 결정이 정말 탁월했다고 생각합니다.!!,0
dpc1***,네스티: 톡스바 25000 피치 아이스,20250319,5,,아무문제없이잘사용하고있어요~,0
dpc1***,네스티: 톡스바 25000 포카리,20250319,5,,아무문제없이잘사용하고있어요~,0
de****,네스티: 톡스바 25000 민트,20250317,5,,배송도 빠르고 맛도 달지않아서 좋음,0
elec********,네스티: 톡스바 25000 청포도,20250308,5,,후기 믿고 구매! 역시 별점 만점 제품이네요^^,0
retu******,네스티: 톡스바 25000 청포도,20250311,5,,할인 받아서 아주 저렴하게 샀어요. 맛도 좋네요!,0
so****,네스티: 톡스바 25000 자몽 아이스,20250314,5,,민트 다사용해서 자몽아이스 구매했는데 이것도 좋네용,0
7d9g******,네스티: 톡스바 25000 더블 알로에베라,20250308,5,,더블로젤맛 무난하고 괜찮네요 다음에 시켜먹기 좋을듯요 :),0
revs*****,네스티: 톡스바 25000 망고아이스,20250318,5,,다양한맛이ㅡ있어서 안질립니다,0
huds********,네스티: 톡스바 25000 애플민트,20250313,5,,오래오래 기억에 남을 추억을 만들어준 것 같아요.,0
habi******,네스티: 톡스바 25000 더블 알로에베라,20250314,5,,주변 분들께 적극 추천하고 싶은 제품이에요!!,0
dmsw******,네스티: 톡스바 25000 애플민트,20250304,5,,마이구미향으로 처음구매했어요 제일유명한걸로 싹 다 받았네요 잘 쓸게요~,0
inva******,네스티: 톡스바 25000 청포도,20250314,5,,만족도가 높아서 좋은 후기 또 올릴게요.,0
germ*******,네스티: 톡스바 25000 더블 알로에베라,20250305,5,,예상보다 훨씬 좋았어요. 다음에 또 구매할 것 같아요.,0
bean****,네스티: 톡스바 25000 더블 알로에베라,20250307,5,,"담배맛이 살짝 달콤한듯하면서도 상큼한게, 몰디브 휴양지 해변같은 청량한 느낌이 전체적으로 부드럽네요 ~~",0
baco*********,네스티: 톡스바 25000 애플민트,20250309,5,,구글링하다가 우연히 발견한 제품인데 기대 이상으로 만족스러워요.,0
oria******,네스티: 톡스바 25000 청포도,20250312,5,,선물로 드렸는데 반응들이 너무 좋았다고 해요!,0
suin****,네스티: 톡스바 25000 청포도,20250311,5,,"맛이 좋아요, 배송이 빨라요",0
imon********,네스티: 톡스바 25000 청포도,20250308,5,,이 제품 사용해보니 만족스럽고 구매 결정에 대해 전혀 아쉬움이 없습니다.,0
yh04****,네스티: 톡스바 25000 레몬아이스,20250410,5,,좋다네요좋다네요 좋다네요,0
obgo******,네스티: 톡스바 25000 더블 알로에베라,20250311,5,,담배 대용으로 사용하기에 정말 완벽한 제품인 것 같습니다.!!,0
xpua******,네스티: 톡스바 25000 더블 알로에베라,20250306,5,,주문하고 나서 배송이 신속하게 이루어져서 정말 만족스러웠어요.,0
ek****,네스티: 톡스바 25000 피치 아이스,20250314,5,,빠른 배송과 품질 굿,0
jjj0***,네스티: 톡스바 25000 청포도,20250316,5,,달달하니 좋아요~~,0
fr****,네스티: 톡스바 25000 파인애플 아이스,20250408,5,,네스티 톡스 바 25000네스티 톡스 바 25000,0
p9m2**************,네스티: 톡스바 25000 청포도,20250307,5,,인터넷에서 찾아본 정보로 구매했는데 정말 만족스러워요.,0
ksk3***,네스티: 톡스바 25000 민트,20250318,5,,만족합니다 ....,0
acr-****,네스티: 톡스바 25000 애플민트,20250310,5,,상쾌한 로젤향이 특별해서 기분 좋네요 ㅎㅎ,0
dleo******,네스티: 톡스바 25000 더블로젤,20250312,5,,좋아요 아주 좋아요,0
hair****,네스티: 톡스바 25000 청포도,20250309,5,,필요한 물건 쇼핑하다가 우연히 발견해서 구매하게 됐어요.,0
matt******,네스티: 톡스바 25000 애플민트,20250306,5,,합리적인 가격에 비해 만족도가 높아 가성비가 정말 좋습니다.,0
nati*********,네스티: 톡스바 25000 더블 알로에베라,20250309,5,,상큼한 청포도맛이 나서 이거만 계속 찾게되네요ㅎㅎ,0
ezmo******,네스티: 톡스바 25000 청포도,20250307,5,,성능과 가격 면에서 만족스러운 구매였습니다.,0
othe*****,네스티: 톡스바 25000 청포도,20250311,5,,맛있고 은은하게 즐길수 있어서 좋네요 ㅎ,0
wlgu******,네스티: 톡스바 25000 애플민트,20250304,5,,아주 만족스러워요! 정말 괜찮은 제품이네요^^,0
soli*****,네스티: 톡스바 25000 청포도,20250312,5,,액상 맛이 너무 괜찮아요 ㅎㅎㅎ,0
nam_*******,네스티: 톡스바 25000 청포도,20250310,5,,고민 고민하다 결국 구매했는데 진작 살걸 그랬습니당 ㅋㅋㅋ,0
sade***,네스티: 톡스바 25000 더블 알로에베라,20250308,5,,담배 대신 이걸로 선물했더니 좋다고 전해오네요 ㅎㅎ,0
choi******,네스티: 톡스바 25000 더블 알로에베라,20250305,5,,부드럽고 상쾌한 맛이 정말 마음에 들어요.,0
jbx2*****,네스티: 톡스바 25000 애플민트,20250308,5,,구매하시면 절대 후회하지 않으실 거예용~~,0
jiyu*****,네스티: 톡스바 25000 레몬아이스,20250308,5,,맛이 좋네요 다시 사러올게요,0
kim-***,네스티: 톡스바 25000 청포도,20250304,5,,아 이거 맛이랑 향이 진짜 좋네요 ㅠㅠ,0
tj****,네스티: 톡스바 25000 레몬아이스,20250324,5,,좋아요 좋아요 좋아요,0
2020*****,네스티: 톡스바 25000 더블로젤,20250318,4,,너무너무너무 좋아요,0
