,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
1679,good********,컬러: 글로 하이퍼 (코발트 블루),20250114,5,,1년마다 고장나서 이번에 새로운걸로 변경했는데 더 얇아지고 길어졌네요,0
1680,dlxo********,컬러: 글로 하이퍼 (코발트 블루),20250209,5,,맛이 좋아진거같습니다 만족중이에요,0
1681,tige*******,컬러: 글로 하이퍼 (그래파이트 블랙),20250203,5,,잘 사용하겠습니다. 감사합니다.,0
1682,814s***,컬러: 글로 하이퍼 (그래파이트 블랙),20250119,5,,청소 간편하고 쩐내 덜나고 괜찮네요,0
1683,aisa****,컬러: 글로 하이퍼 (말라카이트 틸),20250209,1,,불량품왓는데 그냥버림 연기안남,0
1684,mina*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250112,5,,빠른배송과 기존에 쓰던 에어보다 더 연무량도 많고 좋네요,0
1685,dh****,컬러: 글로 하이퍼 (그래파이트 블랙),20250103,5,,배송 빠르게 잘 받았습니다. 하이퍼 에어 사용하다가 상위 기종으로 재구매했습니다.,0
1686,w6****,컬러: 글로 하이퍼 (그래파이트 블랙),20250203,5,,항상 글로 제품 사용하지만 업그레이드 되서 좋아요,0
1687,85****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250112,5,,현재 글로 제품 3가지쓰고있는데 이번에 구입한게 타격감.연무량등 제일 좋은듯합니다~,0
1688,bene****,컬러: 글로 하이퍼 (그래파이트 블랙),20250211,5,,뚜껑 여닫는 게 편합니다,0
1689,sayy******,컬러: 글로 하이퍼 (그래파이트 블랙),20250126,5,,하이퍼용은 처음 처보는데 확실히 배터리가 기존보다 오래가네요 만족합니당,0
1690,hyuk*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250208,1,,담패피면 가슴이 두근거리고 이상함,0
1691,psy9****,컬러: 글로 하이퍼 (말라카이트 틸),20250104,5,,오래쓰던 글로 고장나서 하이퍼구매했는 데그립감 괜찮네요. 기계는 저렴한데 담배값은 4800원ㅜㅜ,0
1692,rspa****,컬러: 글로 하이퍼 (그래파이트 블랙),20250117,4,,내용 잘못하여 나에게 맞지 않는 제품 구매함,0
1693,fish********,컬러: 글로 하이퍼 (코발트 블루),20250206,5,,빠른배송 감사합니다,0
1694,hera***,컬러: 글로 하이퍼 (그래파이트 블랙),20241216,5,,가성비가좋아 구매했는데. 좋은거같아요 사용하기도 편하구요^^,0
1695,choc********,컬러: 글로 하이퍼 (그래파이트 블랙),20250116,5,,디자인깔끔하고 그립감도 좋아요,0
1696,toon***,컬러: 글로 하이퍼 (코발트 블루),20250117,5,,연기도 괜찮게 나오고 디자인도 예쁘네요,0
1697,tsva********,컬러: 글로 하이퍼 (애미시스트 퍼플),20250212,5,,대구매 사용입니다.,0
1698,dh32****,컬러: 글로 하이퍼 (그래파이트 블랙),20250213,5,,너무너무너무너무좋아요,0
1699,tsva********,컬러: 글로 하이퍼 (말라카이트 틸),20250212,5,,재구매 사용입니다.,0
1700,ssan******,컬러: 글로 하이퍼 (말라카이트 틸),20250209,5,,글로 기기중 최종 완성형 느낌,0
1701,sp****,컬러: 글로 하이퍼 (그래파이트 블랙),20250211,5,,매우만족합니다 ㅎㅎ,0
1702,copa****,컬러: 글로 하이퍼 (그래파이트 블랙),20241229,5,,가격이 좋고 심플합니다. Lcd가 있는것도 괜찮지만 없어도 표시되고 가격적으로 좋네요. 다른 다이얼 버튼도 같음,0
1703,sehu****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241230,5,,가성비 기기로 전자담배 생활을 쾌적하게 하겠네요. 저렴해서 비상용까지 2대 장만 했습니다.,0
1704,cjsa*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250206,5,,빠른배송 감사합니다.,0
1705,dunh*******,컬러: 글로 하이퍼 (코발트 블루),20250105,5,,가격에놀람 연초피는것과비슷해서좋아요 아직 괜찬은필터를못잦앟네요,0
1706,as****,컬러: 글로 하이퍼 (그래파이트 블랙),20250105,4,,기존 제품보다 시간도 길고 연무량도 많아서 좋습니다 배터리 타임도 좋아요,0
1707,sung******,컬러: 글로 하이퍼 (그래파이트 블랙),20250119,4,,담배맛이 좀 아쉽지만 쓸만함,0
1708,on****,컬러: 글로 하이퍼 (말라카이트 틸),20250209,5,,좋은제품 감사합니다~!,0
1709,sabl*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250113,5,,할인하여 안살수가 없었다 빠른칼배송 역시 좋다,0
1710,eoaq******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250205,5,,회사지인 선물용으로 부담도안되고 굿이예요,0
1711,rice******,컬러: 글로 하이퍼 (코발트 블루),20250208,5,,배송 잘 받았습니다,0
1712,rice******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250208,5,,배송 잘 받았습니다,0
1713,hans********,컬러: 글로 하이퍼 (애미시스트 퍼플),20250105,5,,글로만 계속 사용한 사람입니다.말이필요없습니다. 최고입니다ㅎㅎㅎ,0
1714,kyup****,컬러: 글로 하이퍼 (그래파이트 블랙),20250204,5,,배송 빠르고 좋아요 추천,0
1715,smas****,컬러: 글로 하이퍼 (말라카이트 틸),20250209,5,,행사 때 사면 언제나 가성비 갑!!,0
1716,kymr****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250121,5,,glo 초기 모델에서 업그레이드,0
1717,xogm*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250118,5,,좋그전에 스던것보다 좋아요!!!!!!,0
1718,w6****,컬러: 글로 하이퍼 (그래파이트 블랙),20250104,5,,항상 글로 제품만 사용 합니다. 배송 빠르고 포장도 단단히 해서 보내셨네요,0
1719,in****,컬러: 글로 하이퍼 (그래파이트 블랙),20250108,5,,배송 아쉬워요. 상품은 사용 못해봤어요,0
1720,onda*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250104,5,,기존에 프로가 좀 상태가 안좋아져서 새로 구입했습니다. 단단한 느낌이 좋네요.,0
1721,bj02***,컬러: 글로 하이퍼 (코발트 블루),20250207,4,,저렴힌 가격에 잘 산것 깉습니다,0
1722,hipw****,컬러: 글로 하이퍼 (그래파이트 블랙),20250205,5,,우선 재가 없어서 너무좋습니다,0
1723,pilg*****,컬러: 글로 하이퍼 (말라카이트 틸),20250107,4,,new 하이퍼 4번째 구매네요~ 항상 만족하며 잘 쓰고 있습니다~,0
1724,s1****,컬러: 글로 하이퍼 (그래파이트 블랙),20250210,5,,글로 하이퍼 glo HYPER 궐련형 전자담배,0
1725,cheo******,컬러: 글로 하이퍼 (코발트 블루),20250116,5,,만족하며 잘 쓰고 있습니다.,0
1726,neot****,컬러: 글로 하이퍼 (그래파이트 블랙),20250106,4,,아직 안피워서 모르겠는데 과거 버전은 별루였음. 피워보고 후기남기겠음,0
1727,kms1*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241227,1,,1점도 아까움 기계나 똑바로 만들어라 주변에 피라고 권유하고다닌 내가 한심함 자꾸 끊어지는데 as도 까다롭고 누가핌???,6
1728,deay*****,컬러: 글로 하이퍼 (말라카이트 틸),20250205,5,,좋와요 굿입니다 굿 굿입니다,0
1729,hosu***,컬러: 글로 하이퍼 (말라카이트 틸),20241027,5,,"글로 초기 모델부터 꾸준히 이용중입니다. 하이퍼 이전 모델에도 나름 만족하고 있어서 기기까지 교체하면서 바꿀필요가 있을까 생각하다가 여름 우연히 편의점에서 하이퍼에어를 저렴히 구매해서 사용해봤는데 교체하는게 맞다는 판단이 들었습니다. 기존 네오시리즈에 없던 향이 하이퍼에 있다는 것도 하나의 이유가 되었고요. 하이퍼에어 모델도 사용하는데 불편함은 없었지만, 디자인부터 충전 속도까지 고려했을 때, 이 가격이면 구매해도 괜찮겠다 싶더라구요. 보증기간 내에 무상교체는 가능하지만 막상 고장난 시점에 기기가 없으면 불편하기 때문에 최소 2대 이상의 기기를 이용하는건 어쩔 수 없으니까요. 받고 보니 더욱 마음에 드는게, 그립감이 너무 좋아졌습니다. 직관적 다이얼도 마음에 드네요 2018년부터 12개의 기기를 사용하면서 느낀 점은, 주기적인 청소로 청결하게 이용하면 배터리가 문제가 되기 전까지는 거의 일정한 맛과 향을 유지해준다는 점입니다. 많은분들이 간과하는부분인데 눈에 보이는곳에 꼭 청소솔을 두고 한번씩 청소해서 사용하세요. 20개피가 메뉴얼이긴 하지만, 1주일에 한 두번으로도 오랬동안 이용할 수 있을겁니다. 저도 5년전에는 청소가 게을러 탄맛도 나고 고장도 잘 났는데, 지금은 최소 1,2년은 너끈히 이용합니다.",1
1730,dntn****,컬러: 글로 하이퍼 (그래파이트 블랙),20250205,5,,신랑이 너무 만족합니다,0
1731,olss*****,컬러: 글로 하이퍼 (말라카이트 틸),20241227,4,,예전꺼보다 디자인이 더 좋아졌네요~ 휠부분의 내구성 높길 바랍니다,0
1732,721a*****,컬러: 글로 하이퍼 (코발트 블루),20250211,5,,편안하고 좋네요 ~~,0
1733,kk****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250201,5,,잘 빨리고 좋아요 바데리 추전시간도 길어요,0
1734,alen***,컬러: 글로 하이퍼 (그래파이트 블랙),20241128,5,,기존 쓰던 에어가 1년썼더니 배터리가 금방 빠져서 하나 새로 장만했어요. 에어랑 형태가 다르니 뭔가 어색하지만 금방 적응했네요. 첫 느낌은 에어보다 살짝 약한듯하지만 더 부드러운 느낌이 나네요. 에어보다 지속시간이 1분정도 더 길어요. 4칸으로 구분된 led로 가열 중이나 사용중 남은 시간을 대충 확인할 수 있게 되어 좋네요. 에어는 납작해서 바지주머니 넣어도 덜 티나는데 이건 두툼해서 바지주머니에선 티가 나요. 하지만 손에 쥐고 있을 땐 더 편하네요. 스틱을 꽂을 때 공차 절묘하게 부드럽게 꽂히는 느낌이 나서 좋어요.,0
1735,lark****,컬러: 글로 하이퍼 (그래파이트 블랙),20241219,5,,신형이라서 그런지 연기나오는거나 단계조절이랑 좋아요,0
1736,ange******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250204,4,,잘안빠지는빼곤좋아요,0
1737,elis*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250108,5,,2번째 구매. 글로가 가성비템이죠. 글로를 알고 연초는 안 피움-,0
1738,chun*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250206,5,,에어보다 더좋은것 같습니다.,0
1739,hosi******,컬러: 글로 하이퍼 (코발트 블루),20250202,5,,좋네요 잘쓰고있습니다,0
1740,gas1***,컬러: 글로 하이퍼 (코발트 블루),20250131,4,,가성비가 좋습니다 감사합니다,0
1741,gori*******,컬러: 글로 하이퍼 (말라카이트 틸),20250112,5,,좋습니다.재구매예정입니다,0
1742,po****,컬러: 글로 하이퍼 (그래파이트 블랙),20250109,5,,글로제품 가성비 좋지요 단지 4800원이라 300원이 더 비싼지 이유는 모르겠음,0
1743,li****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250131,5,,배터리도 더 길고 담배 냄새도 덜나고 최고입니다,0
1744,co****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250105,4,,배터리오래가고 디자인 이쁘고 맘에듭니다. 타격감도 꽤 괜찮은데 좀 들쑥날쑥합니다.,0
1745,leeb*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250105,5,,가격저렴하고 성능도 좋아요. 디자인도 이쁘네요.,0
1746,scv2***,컬러: 글로 하이퍼 (애미시스트 퍼플),20250126,5,,성능만족합니다 배송은 조금늦은느낌인데 제품은 만족합니다.,0
1747,kita*****,컬러: 글로 하이퍼 (코발트 블루),20250131,5,,세련되고 편하게 사용할 수 있어서 좋아요!,0
1748,101s****,컬러: 글로 하이퍼 (말라카이트 틸),20250222,5,,좋아요좋아요좋아요좋아,0
1749,rpdp****,컬러: 글로 하이퍼 (그래파이트 블랙),20250114,5,,잘빨립니됴 괜찬네요,0
1750,ksh5****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241206,5,,일단 기기가 너무 이뻐요!!! 하이퍼 제품은 처음 사용해보는데 예전 타사 기기를 사용했어서 하이퍼 제품도 기대가 됩니다. 일단 장점으로는 1. 디자인 심플한 디자인에 필터 넣는 부분을 닫을수 있고 그립갑이 좋습니다. 2. 무화량 무화량도 너무 딱 좋아요 풍부한 무화량에 횟수도 엄청 오래가는 느낌이랄까요?! 3. 배터리 요즘 여러가지 맛보느라 배터리가 많이 부족할까했는데 넉넉한 배터리로 데일리로 좋습니다. 4. 모드 모드가 두가지라 진한 맛과 타격감을 더 올릴수 있고 부드럽게도 조절가능하니 좋습니다.,0
1751,chin*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250112,4,,배송 빠르고 제품에도 만족해요,0
1752,ajg1***,컬러: 글로 하이퍼 (그래파이트 블랙),20250109,5,,역시나 화력이 장난아닙니다 연무량 진짜 좋네요,0
1753,chtl****,컬러: 글로 하이퍼 (코발트 블루),20250120,5,,만족합니다!!!!!,0
1754,siza***,컬러: 글로 하이퍼 (그래파이트 블랙),20250107,5,,"기존쓰던 xx코스보다 분무량도 좋고, 가격도 싸고, 디자인도 이쁘고, 무엇보다 연초랑 더 가까워서 만족합니다",0
1755,para***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241219,5,,제 손이 미끄러졋는지 퍼플로 구매햇네요 ㅋㅋ 그래도 디자인 이쁘고 그립감 좋습니다 배송 빠르고 넘 감사합니다~,0
1756,rkdd******,컬러: 글로 하이퍼 (그래파이트 블랙),20250107,5,,잘받았습니다 회전식에 전자담배가 뽀대나게 생겼네요ㅎ,0
1757,wjdg*****,컬러: 글로 하이퍼 (말라카이트 틸),20241226,5,,"직관적이여서 좋습니다. 이전 버전들도 다써봤는데 타격감, 연무량 다 괜찮네요. 특히 색이 이뻐요 잘필게요'~",0
1758,kimh*******,컬러: 글로 하이퍼 (그래파이트 블랙),20250110,5,,"담배 자체에 약간 꾸릿한 향은 좀 있는데 그걸 감수할만큼 연무량도 풍부하고 오래가고, 밧데리도 오래가니 너무 만족스럽게 쓰고 있습니다. 기본 모드가 다른 제품의 부스트 모드 같습니다.",0
1759,0162******,컬러: 글로 하이퍼 (말라카이트 틸),20250106,5,,배송빠르고 색깔 괜찬네요 흡입량은 살짝부족한거같습니다,0
1760,best********,컬러: 글로 하이퍼 (그래파이트 블랙),20250110,5,,배송빠르고아주좋아요,0
1761,baba*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250205,3,,연초가 나은 거 같아요,0
1762,plus***,컬러: 글로 하이퍼 (그래파이트 블랙),20250109,5,,개선 됐나 담배 끊어짐이 없이 넣고 빼는데 많이 수월 해졌네요,0
1763,cool********,컬러: 글로 하이퍼 (말라카이트 틸),20250110,5,,프로모션 가격에 저렴하게 구매하여 잘 사용합니다,0
1764,wire****,컬러: 글로 하이퍼 (그래파이트 블랙),20250105,5,,배송이 빠르고 사용감은 쓰고 있는 에어에 비해서 아직 잘 모르겠네요,0
1765,bi****,컬러: 글로 하이퍼 (그래파이트 블랙),20241227,4,,오래쓰면 안에 구멍이 줄어들어서 그러는지 담배가 잘 안들어갑니다. 그것만 빼면 너무 좋아요.,0
1766,pc****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250105,5,,디자인이 완전맘에들어요,0
1767,kojr*****,컬러: 글로 하이퍼 (말라카이트 틸),20241220,5,,"두번째 구매입니다. 피다가 연초로 잠시 다시 펴봤는데, 너무 불편하여 다시 구매해서 사용합니다. 너무 만족하고 좋습니다. 강추~^ ^",0
1768,gjh0***,컬러: 글로 하이퍼 (코발트 블루),20250110,5,,잘받았습니다. 만족합니다.,0
1769,dir4***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241227,4,,주문후 빠른 배송으로 받았어요 앞전 하이퍼용 사용하고 있는데 그것보다 좀더 맛있네요 하나 더 구입해야겠어요,0
1770,jt****,컬러: 글로 하이퍼 (코발트 블루),20250108,5,,배송도 빠르고 행사로 인하여 추가 구매 했습니다.,0
1771,voge***,컬러: 글로 하이퍼 (그래파이트 블랙),20241229,5,,배송도 빠르고 제품도 정품입니다. 싸게 구입한 것 같습니다. 잘 사용하겠습니다.,0
1772,shin***,컬러: 글로 하이퍼 (말라카이트 틸),20250131,5,,이전모델보다 타격감이 더 좋은것 같아요,0
1773,ljw2***,컬러: 글로 하이퍼 (코발트 블루),20250109,5,,전에 쓰던 얇은거보다 확실히 오래가고 연무도 많아요,0
1774,goju***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241223,5,,귈련형중에 기계 행사를 자주해서 꾸준히 쓰고있어요 이번에 프로하나 더 구입했어요 외출할때 쓸려고 집옆에 편의점에서 스틱사서 잘 쓰고있어요,0
1775,chan******,컬러: 글로 하이퍼 (코발트 블루),20250122,5,,"기존에 사용하던 기기가 수명을 다해서 이번에는 하이퍼 글로를 구매 했는데, 보완이 된 부분들이 좋았습니다.",0
1776,voge***,컬러: 글로 하이퍼 (그래파이트 블랙),20250203,5,,망치가 묵직하니 좋습니다.,0
1777,toma***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241215,5,,할인이벤트 해서 하나 더 샀네요 저번에 블랙샀는데 이번에 산 퍼플이 더 맘에 드네요 고급지고 이쁩니다 ㅎㅎ 배송 빨리 받았고 잘 사용할께요 케이스도 같이 팔면 좋을꺼 같아요 나중에 레드컬러도 출시했으면 ㅎㅎ,0
1778,jay1***,컬러: 글로 하이퍼 (그래파이트 블랙),20250203,5,,연초피다 폈더니 좋네요,0
1779,kssk******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250207,5,,만족합니다!!!!!!,0
1780,hyeo****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250106,5,,기존 글로 제춤 사용하고 있는데 신제품으로 1개 더 추가로 구매하였습니다,0
1781,a213***,컬러: 글로 하이퍼 (말라카이트 틸),20250202,5,,대체로 만족합니다.,0
1782,yunj*******,컬러: 글로 하이퍼 (그래파이트 블랙),20250101,5,,사용하기 편함. 덕분에 자주 핌,0
1783,terr*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250116,4,,스틸이 좀더 필요한 ..고급진 맛 없음. 담배값 비싸 밧데리. 약해질때 까지만 사용예정.분무.타격 그저그러한...,0
1784,wngu*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250108,5,,"여전히 잘 작동하고, 연무량도 만족합니다~^^",0
1785,luvk*****,컬러: 글로 하이퍼 (코발트 블루),20250108,3,,"4개월 정도 사용했는데, 기계 구조 때문인지 쓴맛이 강화되네요. 이전 모델은 오히려 캡슐 터뜨렸을 때 그 맛은 살려주는데, 이 모델은 신제품인데도 찐맛+씁쓸탄맛이 쎄요 청소도 까다롭고, 박박 청소해도 한계가 있네요. 저렴하게 파는 건 이유가 있음...",0
1786,audw********,컬러: 글로 하이퍼 (그래파이트 블랙),20250106,5,,사이즈도 딱 좋고 색상도 맘에 쏙 듭니다 ^^,0
1787,pcm8***,컬러: 글로 하이퍼 (그래파이트 블랙),20241217,5,,한달 사용결과 가성비 최강 맛표현력 우수!! 어디하나 흠잡을데가 없는 좋은기계네요 ^^ 이번에 할인 이벤트로 반값에 하나더 구매했는데 너무 만족스럽습니다,0
1788,inna*****,컬러: 글로 하이퍼 (말라카이트 틸),20250128,5,,빠른배송 감사합니다,0
1789,pbsj****,컬러: 글로 하이퍼 (말라카이트 틸),20250108,5,,히팅온도가 올라가니 타격감이 더 나아졌네요,0
1790,love*******,컬러: 글로 하이퍼 (코발트 블루),20250109,5,,지난번꺼보다 목넘김있어서 좋아요~~~!!,0
1791,ko****,컬러: 글로 하이퍼 (코발트 블루),20250106,5,,잘받았습니다 감사합니다,0
1792,khan****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250112,5,,값이 저렴하고 동작 잘됨,0
1793,tldn******,컬러: 글로 하이퍼 (그래파이트 블랙),20250127,5,,쓰기편해요 밧데리도 용량이 크네요,0
1794,anyz*****,컬러: 글로 하이퍼 (코발트 블루),20241226,5,,진짜 빨리왔어요. 배송빠르네요. 항상 글로먼 사용한.ㄴ 친구에게 선물해주려고 구매했는데 좋아했으면 좋겠어요^^,0
1795,isad******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250104,5,,배송 빠르고 저렴하게 구매해서 좋아요!,0
1796,call***,컬러: 글로 하이퍼 (말라카이트 틸),20250127,5,,가성비 좋고 넘길 때 타격감도 있어요,0
1797,kime***,컬러: 글로 하이퍼 (애미시스트 퍼플),20250106,5,,기존 제품대비 타격감이 좋아진듯 합니다,0
1798,ysty*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250102,5,,디지인이 너무 맘에 들아요 사이즈도 적당하고 항상 좋은 제품 고맙소,0
1799,hn19***,컬러: 글로 하이퍼 (그래파이트 블랙),20250108,5,,배송 빠르고 잘사용중입니다,0
1800,wonc******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241219,5,,"3개째 구매인데 디자인,배터리, 그립감이 제일 맘에 듭니다. 잘 쓰겠습니다. 확실히 더 고급지네요 색상도 맘에 들어요👍",0
1801,drak*******,컬러: 글로 하이퍼 (코발트 블루),20250107,5,,음 조금 타격감이 부족한대 더 태워보겠습니다,0
1802,hs****,컬러: 글로 하이퍼 (그래파이트 블랙),20250113,4,,조아요 조아 조아요 조아,0
1803,rncj*******,컬러: 글로 하이퍼 (그래파이트 블랙),20250126,5,,기존 것은 스틱이 잘 부러지는데 이것은 좋아요.,0
1804,wndr****,컬러: 글로 하이퍼 (그래파이트 블랙),20250124,5,,잘받았습니다 제품 이상없고 이쁘네요,0
1805,smai******,컬러: 글로 하이퍼 (그래파이트 블랙),20250104,5,,저렴하게잘구매했어요 가성비짱,0
1806,11****,컬러: 글로 하이퍼 (말라카이트 틸),20250116,1,,한달도 안되어 고장남. 초반의 맛을 한달이상 유지 못함. 구조적 결함이 존재하여 후회함,2
1807,to****,컬러: 글로 하이퍼 (그래파이트 블랙),20250101,5,,잘 받았어요. 교체하면서 사용중 입니다.,0
1808,1hwa***,컬러: 글로 하이퍼 (코발트 블루),20241226,5,,저렴하게 잘 구입했습니다. 끝까지 이어지는 출력과 연무량도 마음에 듭니다.,0
1809,sch3***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241231,5,,아주 좋아요 색상도 넘이쁘네요,0
1810,gomu*******,컬러: 글로 하이퍼 (그래파이트 블랙),20241227,5,,하이퍼 이전 기기인 슬림2년 정도 사용했음. 슬림 대비 하이퍼도 나쁘지는 않음,0
1811,dkfl*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250209,5,,좋아요~~~~~~~,0
1812,ssom****,컬러: 글로 하이퍼 (그래파이트 블랙),20250201,5,,쓰기 편하고 좋네요,0
1813,tmdg******,컬러: 글로 하이퍼 (애미시스트 퍼플),20250107,5,,깔끔한 디자인 너무좋아요,0
1814,lh****,컬러: 글로 하이퍼 (애미시스트 퍼플),20250126,5,,별로에요ㅋㅋ 만족이 안되요,0
1815,c3****,컬러: 글로 하이퍼 (그래파이트 블랙),20250108,5,,배송 빠르고 만족합니다.,0
1816,ldw0***,컬러: 글로 하이퍼 (애미시스트 퍼플),20250122,4,,기존 글로제품보다 디자인이나 편의성은 조금 높아졌으나 화력은 조금 못한것같음,0
1817,love*****,컬러: 글로 하이퍼 (코발트 블루),20250209,5,,좋아요!!!!!!!!,0
1818,tkdz*****,컬러: 글로 하이퍼 (그래파이트 블랙),20250123,5,,잘사용하고있어요 재구매의사 있어요,0
1819,kt****,컬러: 글로 하이퍼 (그래파이트 블랙),20241229,5,,어이쿠... 새로운 스틱은 4800원이네요 사고나서 알았네 ㅎㅎ 맛은 좀 더 진해진거 같습니다.,0
