작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
did0***,헬베이프 젤로: 블러드 샷,20240603,5,,기존에쓰던거에용 재구매염,0
zp****,헬베이프 젤로: 젤로 옐로,20240527,5,,좋습니다 배송도 빠르구요 감사합니다,0
alsw****,헬베이프 젤로: 새비 화이트,20240511,5,,"디자인, 누수문제 모두 다 너무 만족!",0
alsd******,헬베이프 젤로: 블랙로즈,20240512,5,,써보고좋아서 선물용구입,0
wate********,헬베이프 젤로: 블랙로즈,20240508,5,,누수도 없고 배터리도 오래가고 아주좋은거 같아요,0
ca****,헬베이프 젤로: 반타그레이,20240603,5,,아주 깔끔합니다 잘 사용하겠습니다!!,0
qnfd****,헬베이프 젤로: 블랙로즈,20240531,5,,릴에서 넘어왔는데 아주 좋네요,0
bu****,헬베이프 젤로: 블루스카이,20240520,5,,좋은퀄리티 제품으로 믿고 구매했습니다. 감사합니다.,0
leej********,헬베이프 젤로: 새비 화이트,20240523,5,,헬베이프 젤로 너무 좋아요~ 서브로 하나 더 장만했어요,0
kimm********,헬베이프 젤로: 블루스카이,20240503,4,,ㅜ 캡 내구성이 넘 약해요 추가 구매 한건데 일주일만에 깨졌네요,0
kuso***,헬베이프 젤로: 핑크 핑큐,20240528,4,,오 흡입감 좋쿠요 특히 액상이 안튀어 올라서 괜찬아요,0
yjin*****,헬베이프 젤로: 블러드 샷,20240530,5,,배송이 빠르고 제픔도 만족합니다,0
jss6******,헬베이프 젤로: 블러드 샷,20240530,5,,빠른 배송 감사합니다.,0
tla_*****,헬베이프 젤로: 달리아 초콜렛,20240508,5,,누수없이 좋아요 감사합니다,0
muzi****,헬베이프 젤로: 블루스카이,20240518,5,,"배터리도 오래가고 좋아요 단, 캡이 너무 약한거 같아요. 자석 붙는 힘 때문에 금 갑니다",0
revo***,헬베이프 젤로: 블루스카이,20240510,5,,빠른 배송 감사합니다!,0
blue*******,헬베이프 젤로: 새비 화이트,20240430,5,,역시 믿고쓰는 젤로. 배송도 빠르고 상담도 친절히 대응해주시고 디어베이프 최고입니다!!!,0
anth******,헬베이프 젤로: 젤로 스마일,20240423,5,,"최초 구매한지 이틀만에 하나 더 지릅니다~~ 너무 대만족이예요~~ 제로 니코틴, 제로 타르는 젤로!! 제로는 역시 젤로~~ 강력 추천합니다",0
dlgu****,헬베이프 젤로: 반타그레이,20240417,5,,핑크색 쓰고있는데 세컨용으로 하나 더 구매했어요!이번엔 어두운색으로 픽ㅎㅎ반타그레이 완전 예뻐요..느낌도 더 부들부들맨들맨들ㅠㅠ누수 없는 젤로가 최고입니다,0
xf****,헬베이프 젤로: 블러드 샷,20240518,5,,잘 빨겠습니다 ~~,0
hyun******,헬베이프 젤로: 블랙로즈,20240509,5,,빠른배송 감사합니다,0
dahu***,헬베이프 젤로: 1225 크리스마스 에디션(한정판),20240223,5,,그 전 기기가 정말 액상누수가 너무 심해서 스트레스 받다가 두달만에 연초로 돌아갔었는데 아무래도 연초는 냄새도 냄새고 건강 염려도 되서 다시 고민고민하고 짬짬히 알아보니 젤로가 워낙 그런 부분에서 강점도 있고 기기 자체도 잘 뽑혔다길래 사봤는데 현재 3일차지만 정말 만족스럽네요. 디자인도 평소에 무광블랙을 좋아하는데 젤로 크리스마스 에디션이 올 블랙이기도하고 재질도 스틸 재질이라길래 3천원 더 주고 샀는데 볼때마다 깔끔하니 이쁩니다. 배송도 바로 접수되서 진행상황 바로바로 카톡으로 날라와서 빠르게 받을수 있었고 그냥 전반적으로 모든게 GOOD 입니다. 건강엔 금연이 가장 좋겠지만 인생사 스트레스 받을일도 많은데 술도 안마시는 인생에 흡연이나 하고 사는데 건강은 조금이라도 챙기고 싶은 생각에 연초보단 그래도 전담이 낫다고들하니 올 새해에 그 이유로 다시 전담 결심 했었는데 젤로 덕분에 전담에 정착할수 있을거 같네요. 빠른 배송 좋은 제품 구매하게 해준 헬베이프도 Thanks~입니다.,1
thdb****,헬베이프 젤로: 블루스카이,20240702,5,,👍👍👍👍👍👍👍👍👍👍👍,0
mopo***,헬베이프 젤로: 블랙 초콜렛,20240512,5,,배송 빠르고 이뻐요,0
goop***,헬베이프 젤로: 블루스카이,20240510,5,,누수없이 오래오래 사용하길바라봅니다,0
io14****,헬베이프 젤로: 블랙 초콜렛,20240509,5,,잘 받았습니다. 재구매 하는 제품인데 만족합니다. 이가격에 이만한 제품 없는 것 같아요. 처음 사용하시는 분들 공팟에 필름떼고 사용하시길..,0
rlaw******,헬베이프 젤로: 새비 화이트,20240509,5,,섀슘섀숨형님 너무 귀여우신거 아닙니까,0
akad*******,헬베이프 젤로: 젤로 옐로,20240508,4,,사용하기 좋아요~~추천!@^^,0
en****,헬베이프 젤로: 블루스카이,20240625,5,,아주아주아주좋았습니다,0
zltm****,헬베이프 젤로: 젤로 스마일,20240502,5,,좋아여 역시 전담은 젤로 아니겠습니까? 탑도 많이 챙겨주시고 감사합니다 ㅎㅎㅎ,0
xg****,헬베이프 젤로: 블랙로즈,20240505,5,,좋아요만족해요번창하세요,0
cond******,헬베이프 젤로: 새비 화이트,20240521,5,,역시 젤로 너무이쁘고 잘사용 하고있어요 ㅎㅎ 아주만족만족,0
wn****,헬베이프 젤로: 퍼플 네온,20240531,5,,잘쓰겠습니다~~ 샥도예뻐요,0
give******,헬베이프 젤로: 블랙로즈,20240520,4,,싸고 좋아요 다음에도 사용할거 같아요,0
trac*****,헬베이프 젤로: 블랙로즈,20240515,5,,잘받았습니다 ~~~~~,0
kpy6***,헬베이프 젤로: 블랙로즈,20240521,5,,아주 마음에 들어요. 감사합니다,0
bjme****,헬베이프 젤로: 달리아 초콜렛,20240419,5,,깨진거 없이 잘 받았습니다 배송도 엄청 빨랐어요!! 예쁘게 커스텀해서 누수도 없다니까 잘 써볼게요!! 많이 파세요~~,0
song******,헬베이프 젤로: 블러드 샷,20240506,5,,좋다고 해서 사용 해봤는데 만족합니다,0
hk****,헬베이프 젤로: 블랙로즈,20240521,5,,방금 열었는데 너무 좋고 발ㄹㄹ안 쓰다가 넘어왔는데 왠지 모르게 손이 더가고 좋네요 서비스도 두둑하게 챙겨줘서 감삼댱,0
flys****,헬베이프 젤로: 퍼플 네온,20240507,5,,배송도 빠르고 좋아요,0
alwa*******,헬베이프 젤로: 블랙로즈,20240524,5,,배송도 빠르고 성능도 좋아서 지인들 선물주려고 많이 샀네요,0
wjda********,헬베이프 젤로: 젤로 옐로,20240530,5,,배송빠르고 기기 좋음,0
li****,헬베이프 젤로: 블러드 샷,20240530,5,,아직 개봉 전이지만 좋아요~~,0
dlwj*******,헬베이프 젤로: 반타그레이,20240530,5,,설명 그대로 입니다. 굿입니다.,0
kyod*****,헬베이프 젤로: 블러드 샷,20240522,5,,너무 좋아요 예브고 이거 사길 잘 한거 같아요 ^^ 마니 파세여ㅕ,0
dhks******,헬베이프 젤로: 젤로 옐로,20240526,5,,만족합니다 너무 좋아요,0
gogo*****,헬베이프 젤로: 달리아 초콜렛,20240423,5,,타격감이 넘 좋아요 배송도 빠르고 한번 충전하면 일주일 이상 쓰는거같네요♡,0
park****,헬베이프 젤로: 블랙로즈,20240414,5,,역대급수준의 빠른 발송 안내에 놀라고.. 생각지도 못한 서비스에 다시 놀라고.. 오래간만에 쓰는 팟디의 편의성에 놀라고.. 며칠간 쓰면서 누수 결로가 1도 없어서 놀라고.. 진짜 좋네요. 부스트팟도 빨리 써보고 싶어집니다.,0
wnsr******,헬베이프 젤로: 반타그레이,20240529,5,,사용해본 제품중에 최고에요!~~,0
dbdl****,헬베이프 젤로: 블랙로즈,20240430,5,,계속 사용했는 제품 이라 잃어 버리고 다른걸 살까 고민 했지만 젤로가 사용 하기 제일 편해서 재구매 했네요,0
sitt******,헬베이프 젤로: 퍼플 네온,20240526,5,,제품도 좋구 빠른 출고 배송 너무 좋아요 ㅋㅌ,0
om****,헬베이프 젤로: 젤로 옐로,20240424,5,,스마일옐로를 선택한다는게 젤로옐로했네용ㅜㅜ근데 이뻐염ㅎㅎ 배송빠르고 주신선물감사합니당^_^,0
syhz******,헬베이프 젤로: 새비 화이트,20240526,5,,배송빠르고 이쁘고 좋아요,0
han6*****,헬베이프 젤로: 블러드 샷,20240219,5,,"액상담배 입문자입니다. 서칭 중에 디자인과 새비 화이트 색상이 너무 마음에 들어 구매하게 되었습니다. 색상을 잘못 알아서 블러드샷으로 구매해서 좀 일이 있었는데 정말 감사하게 교환 잘 진행해주셨습니다. 일단 디자인이 진짜 예쁩니다. 예뻐서 한동안 구경만 했네요. 캡과 팟이 자석 방식으로 결합되는 것, 버튼 클릭감도 모두 완벽합니다. 팟은 0.8옴 기본으로 장착되어 있어 20와트로 사용해봤다가 1.2옴 14와트로 사용해보았는데 저는 달달한 향을 좋아해서 1.2옴이 더 좋았습니다. 비교해보니 향 차이가 꽤 있어서 둘다 사용해보시는게 좋을 것 같습니다. 딱 한가지 아쉬운 점은 버튼이 하나라서 전원을 키고 끌 때 5번 클릭을 해야한다는 것입니다. 쓰다보면 큰 불편함 없이 익숙해질 정도이지만 처음 써보는 입장에선 꽤 거슬립니다. 첫구매 정말 만족스럽고, 기기 재구매 해야하면 꼭 헬베이프의 젤로를 구매하겠습니다. 다음번에는 젤로 옐로나 달리아 초콜릿 색상을 구매하고 싶네요",0
ptj0***,헬베이프 젤로: 블랙로즈,20240508,5,,너무너무만족하고잘쓰고잇어요,0
qowl**************,헬베이프 젤로: 달리아 초콜렛,20240506,5,,색감도 너무 예쁘고 기능들도 마음에들어요!,0
kys2****,헬베이프 젤로: 블랙 초콜렛,20240531,5,,저렴하게 잘 구매했습니다,0
appl*******,헬베이프 젤로: 블랙 초콜렛,20240528,5,,잘쓰고있어요 쟁여두고쓰기좋아요,0
yj****,헬베이프 젤로: 1225 크리스마스 에디션(한정판),20240413,5,,배송빠르고 포장깔끔하네요 공팟은 기본 2개가 오고 한개더 시키니 하나 서비스로 넣어준것같아요~ 생각보다 기기가 작은것같아요 손에 쏙 들어옵니다 밧데리용량이 크고 누수없다고 해서 샀어요~~,0
miom*****,헬베이프 젤로: 젤로 옐로,20240408,4,,전에 쓰던 부푸가 너무 누수가 심해서 샀어요. 가볍고 색상 산뜻하고 누수 없이 이틀동안 잘 사용하고 있는데 오늘 액상 넣다가 보니 아무 충격도 없었는데 캡 윗부분이 저렇게 금이 가 있네요. 몇 개의 리뷰에 아무 이유 없이 캡에 금이 가 있다는 글이 있던데 이런 하자 없었으면 전부 만족 했을텐데 하는 아쉬움 입니다.,0
dua7***,헬베이프 젤로: 반타그레이,20240411,5,,고장없이 오랫동안 쓸 수 있기를 바랍니다. 서비스도 주시고 고맙습니다.,0
blac****,헬베이프 젤로: 블루스카이,20240507,1,,제품을 풀 충전 후 잘 사용하고 있다가 얼마 못 가 갑자기 흡입이 안되다가 몇일 지나서 또 되다 안되다 하네요 어떻게 하면 될까요? 파손 및 충격을 준적은 전혀 없었습니다.,2
skgi****,헬베이프 젤로: 젤로 스마일,20240526,5,,작고 한번충전으로 오래가고 좋아요,0
pjhg****,헬베이프 젤로: 블랙로즈,20240426,5,,믿고구매하는곳 열심히 소문내고있습니다. 몇일전에 샀는데 좋와서 회사 형님 선물로 하나더 구입했습니다,0
whgu***,헬베이프 젤로: 반타그레이,20240520,5,,너무 좋은거 같아요 굿굿 감사합니다,0
io****,헬베이프 젤로: 핑크 핑큐,20240528,5,,배송도 빠르고 제품도 만족합니다,0
deh7***,헬베이프 젤로: 블러드 샷,20240531,5,,이건 꼭 사용해야할듯,0
fllo****,헬베이프 젤로: 새비 화이트,20240423,5,,배송 미쳤구요 ㅋㅋ 너무~~~이뻐요 ㅠㅠㅠ 누수가 없기만을 바래봐용,0
sky9***,헬베이프 젤로: 새비 화이트,20240525,5,,"빠른 배송 , 좋은 제품 감사합니다.",0
9510******,헬베이프 젤로: 핑크 핑큐,20240413,5,,아주 가볍고 편해요ㅠ 폐호흡기기 무거운거 쓰다가 쪼꼬마하고 가벼운거 쓰니까 세상 좋네요!! 색상별로 모으고싶어요!! 손 작은 여자가 쓰기 딱 좋은 크기입니다!,0
pump*****,헬베이프 젤로: 블러드 샷,20240525,5,,액상 누수없고 배터리도 오래가서 좋아요 ㅋ,0
pret********,헬베이프 젤로: 새비 화이트,20240425,5,,젤로 믿고 사는 젤로죠~ 너무 좋습니다 일단 외곽이 엄청 귀엽구 이런 디자인이 머ㅏㄴㅎ지않아 귀여운걸 좋아하는 저에겐 안성맞춤!,0
cjw5***,헬베이프 젤로: 젤로 스마일,20240512,5,,잘 이용중입니다. 강추!,0
kimg********,헬베이프 젤로: 반타그레이,20240420,5,,누수도 없고 팟만 교체해도 되는 점이 너무 편해요. 그리고 가장 좋은건 일단 모양이 완전 예쁘고 그립감도 최고입니다,0
jsm0***,헬베이프 젤로: 블랙로즈,20240529,5,,배송 빠르고 만족합니다~!,0
ks****,헬베이프 젤로: 젤로 옐로,20240502,5,,배송 빠르고 좋습니다.!,0
doot****,헬베이프 젤로: 블랙로즈,20240525,5,,빠른배송 싱춤 좋습니다 믾이파세요,0
luci****,헬베이프 젤로: 반타그레이,20240426,5,,패키지가 너무 고급스럽네요 색상 선택 잘한거 같습니다,0
k760*****,헬베이프 젤로: 새비 화이트,20240518,5,,아주 만족스럽고 연초에서 갈아타시려는분들께 추천드립니다,0
wani******,헬베이프 젤로: 반타그레이,20240429,5,,사용하다가 잃어버려서 다시 구매했는데 재질이 뭔가 더 좋아진거같아요!,0
gusq******,헬베이프 젤로: 블랙로즈,20240429,5,,사용간평하고 조아요 잘쓸게요,0
jaem******,헬베이프 젤로: 블랙로즈,20240526,5,,젤로 처음 써봤는데 좋아요,0
mooy*****,헬베이프 젤로: 반타그레이,20240525,5,,발라리안 맥스쓰다가 넘어왔는데 진작 바꿀걸 그랬습니다 ㅎㅎ,0
woon****,헬베이프 젤로: 반타그레이,20240524,4,,리뷰보고 배송이 빠르다 생각하였는데,0
ever*******,헬베이프 젤로: 새비 화이트,20240514,5,,담배 한대에 나의 힘든 아픔을 태운다.. 담배는 남자의 한숨이자 어깨의 짐을 잠시나마 내려놓을 수 있는 것이다. 젤로와 함께라면 그 어떤 고된 일도 할수있다..,0
lk****,헬베이프 젤로: 젤로 옐로,20240601,5,,베리굿! 아주좋네용,0
gus_****,헬베이프 젤로: 블루스카이,20240510,5,,아담하고 누수도 아직 없네오 ㅔ,0
ghtp***,헬베이프 젤로: 블루스카이,20240502,5,,말이 필요 있습니까? 사세요 강력추천!!,0
ssam*******,헬베이프 젤로: 블랙로즈,20240527,5,,배송 빠르고 좋았습니다!,0
phan*******,헬베이프 젤로: 젤로 스마일,20240512,5,,잘쓰고 있습니다~-,0
jseo******,헬베이프 젤로: 핑크 핑큐,20240502,5,,작고 이쁩니다! 튼튼한 것 같아요,0
kimb******,헬베이프 젤로: 퍼플 네온,20240415,4,,팟교체도 쉽고 디자인도 이쁘고 배터리 성능도 좋고 진짜 다 맘에 드는데 한가지 아쉬운게 흠집이 너무 잘 생겨요ㅜ 그래서 최대한 안 떨구려고 조심해서 쓰고 있어요!,0
blue*******,헬베이프 젤로: 반타그레이,20240426,5,,예전에 피던 액상담배랑 많이 다르네요. 연초담배 냄새에서 벗어날 수 있어서 좋네요.,0
jind*******,헬베이프 젤로: 새비 화이트,20240426,5,,쓰던 기기들이 전부 조금씩 누수가 있아서 불편했는데 이게 누수가 없다길래 샀습니다 감사합니다,0
youc****,헬베이프 젤로: 블루스카이,20240524,5,,굿 젤로만 계속 피는데 너무 좋네요,0
qwer*****,헬베이프 젤로: 달리아 초콜렛,20240312,5,,궐련형에서 입호흡으로 첨 갈아타는 초보예요! 지인 권유로 이것저것 알아보다 젤로가 젤로 좋은거 같아서 구매합니다~~~너무 예쁘고 좋아요~근데 드립팁옆쪽 캪위쪽에 살짝 금이가서 왔네요 ㅠ!!그냥 액상부터. 넣은지라 교환 못하고 걍 써야할듯 ㅠㅠ!그래도 넘 맘에 드는 제품이라 다행이라고 위안합니다~ 잘~~사용하고 또 올께요 가족들에게도 추천중입니다~ 번창하세요~~~~~~~~~,0
kys2****,헬베이프 젤로: 블러드 샷,20240528,4,,저렴하게 잘 구매했습니다,0
lsj3***,헬베이프 젤로: 블랙로즈,20240428,5,,주변에서 가장 추천하고 인터넷추천이 제일 많아서 믿고 샀는데 추천받을만 하넹ᆢㄷ,0
hong*******,헬베이프 젤로: 반타그레이,20240509,5,,액상이 안새서 좋네요~,0
dldk***,헬베이프 젤로: 블루스카이,20240529,5,,유용하게 잘쓰고있습니다~,0
life********,헬베이프 젤로: 블러드 샷,20240505,5,,서브용으로 구매했다가 메인으로 바꾸게됐네요;;,0
life********,헬베이프 젤로: 블랙로즈,20240505,5,,서브용으로 구매했다가 메인으로 바꾸게됐네요;;,0
kdnj***,헬베이프 젤로: 블루스카이,20240523,5,,너무너무 좋아요 또 구매하고시퍼요,0
whdm*******,헬베이프 젤로: 블랙 초콜렛,20240421,5,,입문용으로 구매했는데 색깔이나 디자인이 넘 맘에 들오요..🥹 같이 챙겨주신 젤리랑 팟도 너무 감사합니다❤️,0
ro****,헬베이프 젤로: 블러드 샷,20240511,5,,정신없이 사용하고 있습니다 헤드캡은 조심히 사용한다고 했는데도 깨지긴하네요 벌써 2만번정도 퍼프한거같아욧,0
rudr**********,헬베이프 젤로: 블랙로즈,20240520,5,,빠른배송 및 꼼꼼한 포장 감사합니다,0
ca****,헬베이프 젤로: 반타그레이,20240416,5,,상품도 좋고 배송도 빠르게 해주셔서 감사합니다 ㅎㅎ,0
ns10***,헬베이프 젤로: 블랙로즈,20240430,5,,"전자담배가 망가져서 구매했는데, 너무 맘에 들어요.",0
lbg4***,헬베이프 젤로: 블랙로즈,20240420,5,,디자인도 완전 마음에 들고 성능또한 완전 마음에 드네요!!!! 정말 잘 구매했다는 생각이 듭니다!!,0
life********,헬베이프 젤로: 블랙로즈,20240505,5,,서브 기기로 구매했는데 메인이되버림..,0
sj20******,헬베이프 젤로: 핑크 핑큐,20240525,5,,액삼세는게없어서좋아요,0
ainz***,헬베이프 젤로: 새비 화이트,20240516,5,,액새는게 없어서 너무 좋네요. 다른 전담들 저리가,0
endn*******,헬베이프 젤로: 블랙 초콜렛,20240528,5,,좋아요 싸게 잘 삿네요,0
sgb2***,헬베이프 젤로: 블루스카이,20240522,5,,가성비좋고 누수없네요 잘쓰것습니다,0
ccuc****,헬베이프 젤로: 달리아 초콜렛,20240515,5,,배송빠르고 좋아요 잘쓸께요 감사합니다,0
giju***,헬베이프 젤로: 블러드 샷,20240515,4,,마음에들어요 가성비도좋고 오래 필게요,0
rkwh*****,헬베이프 젤로: 반타그레이,20240521,5,,색상 이쁘내요 ^^ 잘 쓸개요,0
skaw*******,헬베이프 젤로: 블랙로즈,20240405,5,,친구가 연초랑 인연을 끊고 전자담배 추천해 달라길래 한치의 고민도 없이 헬베이브 젤로 블랙로즈로 추천해줬습니다.어제 주문했고 오늘 시연 했는데 타격감도 좋고 연초랑 작별인사 해도 될 것 같다고 이야기 하네요. 긴 시간동안 누수 없이 잘 사용하면 좋겠습니다. 헬베이프 젤로 완전 추천요~~,0
srle*****,헬베이프 젤로: 젤로 스마일,20240120,5,,"초창기부터 시작해서 파이프형까지.. 정말 다양한 전자담배를 사고 버리고를 얼마나 반복했는지 모릅니다ㅠㅠ 제일 힘들었던 건 누수와 액튐, 코일 교체의 번거로움이었어요. 젤로를 알기 전까지 발xx안을 1년 정도 사용했는데 코일 갈고 팟 새거 쓰다가 유지비가 너무 많이 들어서 팟을 세척해서 쓰고.. 코일 반대로 넣어서 다 줄줄 흐르고.. 그러다가 알게 된 젤로!! 왜 진작에 안 샀는지 후회 될 정도로 정말 좋습니다. 연초류 제외하고 과멘, 연디, 디저트 액상 사용하는데 밸런스가 굉장히 좋습니다. 0.8옴 사용하고 있는데 딱 좋고, 배터리 굉장히 오래가고, 액상도 많이 들어갑니다. 장점 정리하자면 ✅디스플레이 있어서 배터리, 옴, 와트 몇 번 베이핑 했는지 확인 가능해서 코일 수명 예측가능 ✅하루종일 물고 있어도 멀쩡한 오래 가는 배터리 ✅단맛은 조금 덜 하지만 밸런스가 굉장히 좋음 (부스트 사용하면 단맛도 잡을 수 있음) ✅미니미한 사이즈에 액상 꽤 많이 들어감 ✅액튐, 누수 전혀 없는 든든함 ✅액상 잔여량 바로 확인 가능 ✅코일 굉장히 오래감 (코일 특성상 단향 강할수록 빨리 타긴하지만 그래도 오래감 이건 어쩔 수 없는 코일의 특성인 듯) ✅와트 조절 가능함 ✅코일따로 교체 안 해도 돼서 아주 편함 단점은 아직까지는 모르겠습니다. 다만 베이핑 할 때 버튼 있는 쪽을 바깥쪽(버튼 없는 쪽이 엄지손가락과 검지손가락 사이로 오게)으로 해야 코일이 안 탈 것 같아 신경쓰는 정도? 습관이 돼서 이건 괜찮긴 해요. 그렇게 많은 전자담배 기기를 사용했지만 이 정도의 만족감은 처음인 것 같아요. 색상도 예쁘고, 동생한테도 이걸로 사라고 추천했어요ㅎㅎ 사용하다가 서브용으로 하나 더 구매할까 합니다. 서비스로 주신 젤리도 맛있게 먹었고, 공팟과 빠른배송 감사합니다👍👍👍 아 그리고 손편지 감사해요. 오랜만에 받아보는 손편지라 기분이 좋네요🧡",0
duri****,헬베이프 젤로: 블루스카이,20240422,5,,한달넘게 사용하고 있지만 불편함없이 잘용하고 충전도 빨리되니 걱정없이 사용가능하네요,0
lsoo*****,헬베이프 젤로: 블랙 초콜렛,20240507,5,,하리보와 팟보내주신거 감사합니다 안정적이고 기기 좋네욤 디자인도 굿 케이스는 같이 사는게 관리에는 확실히 좋을것 같네요,0
saps******,헬베이프 젤로: 반타그레이,20240414,5,,기존 쓰던 기계가 고장낫는데 바로 담날 배송되서 자행이네요 배터리가 기존 쓰전것보다 오래가서 좋네요 크기는 비슷한데 기존에 쓰던기계는 한5개월 쓰던 기계엿습니다 젤로가 더 낫네요,0
galp*****,헬베이프 젤로: 반타그레이,20240404,5,,전담은 편의점 일회용이나 친구것만 한번씩 써봐서 다른제품이랑 비교는 어렵지만. 첫 입문기기로써는 너무 좋은거같아요. 특히 제가 봤던 기기들에는 없는 디스플레이로 여러가지를 직관적으로 확인할수있는점이 너무 좋은거같아요!,0
qud_*****,헬베이프 젤로: 달리아 초콜렛,20240414,5,,지금까지 전담만 3~4개는 쓴 것 같은데 여태 썼던 전담중 젤로전담이 젤 좋네요^_^b 친구 추천으로 구매했어요 디자인도 쌈뽕하고 예쁩니다,0
o4****,헬베이프 젤로: 핑크 핑큐,20240430,5,,너무이뻐용 아보카도가 고장이나서 구매해봤어용,0
soul*******,헬베이프 젤로: 블랙로즈,20240523,5,,1주일 사용했는데 아주 만족합니다,0
zoom******,헬베이프 젤로: 블랙로즈,20240422,4,,아직까진 누수나 액상 튐 현상은 없어요 다만 연무량은 조금 더 풍부했으면 하네요,0
daum***,헬베이프 젤로: 블랙로즈,20240523,5,,잘 사용중 전 아주 괜찮아요,0
chld*****,헬베이프 젤로: 반타그레이,20240424,5,,누수가 아예 없진 않네요 ㅠㅠ 전반적인 기능은 만족합니다,0
sinh*******,헬베이프 젤로: 새비 화이트,20240504,5,,기계좋아요 배터리굿,0
gusa*****,헬베이프 젤로: 블랙로즈,20240516,5,,첫 전담인데 아주 잘 쓰고 있어요 사용도 편하고 배터리도 오래가요,0
fhqh******,헬베이프 젤로: 달리아 초콜렛,20240412,5,,디자인 끝내줍니다.. 작동법도 아주 쉽고 지인들한테 담배 바꾸라고 할께요.. 주위에 널리 아리고 또 알립니다 팟도 2개나 주시고 감사합니다,0
gpwl****,헬베이프 젤로: 달리아 초콜렛,20240524,5,,너무너무 좋습니다 재구매중입니다!,0
ahfk****,헬베이프 젤로: 블러드 샷,20240523,5,,처음 사보는데 기대가 되네요~,0
kai4***,헬베이프 젤로: 블랙 초콜렛,20240417,2,,두껑 재질 문제로 쉽게 깨지네요 산지 일주일도 안됐는데 금가서 잘못 샀다 싶네요 인쇄도 금방 지워지고 구매시 참고하세요,2
jong******,헬베이프 젤로: 블랙로즈,20240321,5,,일단 택배가 빨리와서 너무 좋았구요. 주관적으로 써보자면 젤로 해당모델이 좋은점이 타제품에 비해 누수가 적은점이 장점인데 묵직한 맛(상대적으로 묽지않은 액상)을 좋아하시는 분들이라면 누수가 거의 없을거라고 예상됩니다. 사실 맛표현 면에서 떨어지는게 단점이다. 라고 말하는 분들이 계시긴한데 부스트팟 이용하면 단점이 상당히 많이 보완되는거 같네요. B사 제품 이용하고 있는데 맛표현을 아무리 잘한다고 해도...깔끔한 걸 좋아하는 성격이다보니 줄줄세는 기계로 이용하고 싶지 않아서 이것저것 비교해보다 결국 젤로로 선택했습니다. 한달정도 사용해보고 후기 남길게요^^,0
kwan*****,헬베이프 젤로: 젤로 스마일,20240521,5,,팀장님 선물 만족하심 감사하심 땡큐베리베리 (20대임),0
kyoh******,헬베이프 젤로: 블러드 샷,20240422,5,,너무좋아요잘쓸게요최고입니다,0
jg02****,헬베이프 젤로: 블랙로즈,20240430,5,,"너무 예쁩니다! 혹시나 로고가 지워질까 걱정했는데, 양각처리 그 위로 코팅까지 되어있어 만족입니다! 색상도 짙은 다크그레이 색상이라 너무 예뻐요",0
hkt5***,헬베이프 젤로: 새비 화이트,20240524,5,,너무 잘쓰고 있습네다,0
elli*****,헬베이프 젤로: 블러드 샷,20240520,5,,누수없어요 베터리 용량도 만족,0
pjhg****,헬베이프 젤로: 블랙로즈,20240414,5,,처음 전자담배 접해보는1인입니다. 연초만피다. 아직은 타격감 달콤함 이런거 잘 몰라요... 앞으로계속 해보면서 한달후 솔직한 후기 남길께요.,0
seou***,헬베이프 젤로: 반타그레이,20240416,5,,연초 태우다 입소문 나서 넘어왔는데 기대가 큽니다! 낼부터 피면서 한달후기 조져보겠습니다 많이 파십셔!,0
ramm******,헬베이프 젤로: 1225 크리스마스 에디션(한정판),20240417,5,,저도 다른분들의 리뷰를 보고 구매했어요. 아직 사용해보지는 못했지만 예쁘고 그립감이 좋아요.,0
ria0***,헬베이프 젤로: 퍼플 네온,20240524,5,,고장한번안나고 잘쓰고있어요,0
rkwh*****,헬베이프 젤로: 핑크 핑큐,20240521,5,,잘 빨리고 이쁘내요 ^^ 잘 쓸개요 ㅋ,0
sj_c*******,헬베이프 젤로: 블랙로즈,20240415,5,,사용하다가 한달만에 갑자기 작동이 안되어서 당황했는데 바로 응대해주시고 교체해주셔서 불편없이 잘 사용하고 있어요~~!! 보내주신 건 잘되고 있습니다 ~~!!,0
rkdd*******,헬베이프 젤로: 새비 화이트,20240522,5,,좋습니다 늘 잘쓰고잇어요,0
rkdd*******,헬베이프 젤로: 젤로 스마일,20240522,5,,좋습니다 늘 잘쓰고잇어요,0
yoon*****,헬베이프 젤로: 블루스카이,20240421,5,,디자인 예쁘고 코일교체형만 써보다가 팟교체형 처음 써보는데 아직 갈진 않았지만 위생적이고 편할듯 싶어요,0
1126****,헬베이프 젤로: 새비 화이트,20240414,5,,좋아요너무좋아요 배송두무지빠르고저렴한가격에득탬샜어요 좋아요너무좋아요,0
pk****,헬베이프 젤로: 반타그레이,20240521,5,,누수진짜없어요 ㅎㅎ진짜 신기할정도네요,0
linz*********,헬베이프 젤로: 블랙로즈,20240519,5,,매우 만족하면서 사용중입니다 추천합니다,0
amar*******,헬베이프 젤로: 달리아 초콜렛,20240524,5,,재구매의사있습니다.,0
mc****,헬베이프 젤로: 블랙로즈,20240523,5,,누수 없습니다. 배터리 오래 갑니다. 이것만으로도 강추…!!!,0
